"text","labels"
"хорошие брючки подошёл размер 158164 на девочку 12 лет  ростом 160 см худенькую","Undefined"
"качество на 3","Undefined"
"берите не пожалеете сын проносил его 2 учебных года стирала в машинке качество очень хорошее не мнётся очень жаль что нет размеров больших нужен 164","Undefined"
"купила за 3100 качество нормальное цвет приятный","Undefined"
"понравились мягкие на роси 135 немного укороченные","Undefined"
"146  громадная может перезакажу","Undefined"
"большемерят а так брючки отличные","Undefined"
"очень лёгкие шорты тонкие на жару","Undefined"
"у блузки топорщится воротник постоянно приходиться поправлять его","Undefined"
"хорошенький","Undefined"
"больше не легинсы похожидочке не понравились","Undefined"
"на зиму не подходит на 0 1с","Undefined"
"очень мягкая пижамка правда тонкая цвет яркий и приятный глазам","Undefined"
"колготки понравились","Undefined"
"красивая но к 1 сентября будет в притык будем возвращать рост дочери 126","Undefined"
"вполне тёплая","Undefined"
"материал тонкий по размеру походит оставлю на смену","Undefined"
"хорошее качество дочка счастлива","Undefined"
"хорошие носочки всегда такие беру","Undefined"
"один печальный факт ткань некачественная ползёт сына просто схватили за куртку на улице и ткань поползла к огромному сожалению  покупали на два года теперь будем 2 года клеить если вообще удасться цена и качество не соответсвует","Undefined"
"неверное вложение пришли темно синие вместо серых","Undefined"
"футболка соответствует описанию тонкая свободная на наш рост 155 оказалась очень большая эмблемка смотрится очень грубо на такой тонкой ткани да и пришита криво","Undefined"
"взяли с запасом","Undefined"
"за сезон вытерлись колени стали белые и вытерлась ткань до дыр внутри снизу колени белыми стали довольно быстро пол зимы ходили с белыми коленями","Undefined"
"качество хорошее размер в размер на худенького","Undefined"
"очень высокое качество исполнения","Undefined"
"подделка","Undefined"
"качество хорошее для стройняшек берите меньше на размер","Undefined"
"качество хорошее просто не для худеньких девочек пузырь спереди","Undefined"
"наконец нашла эту модель брюк","Undefined"
"на 150 рост взяли 152 в 158 утонули отличные тёплые","Undefined"
"блузка приехала с другим кружевом но все таки решили оставить размеру соответствует","Undefined"
"запах жуткий был ребёнок даже мерить не стал","Undefined"
"с начесом красивые теплый","Undefined"
"очень тонкий материал себе вы такую не взяла но дочь носит не снимая","Undefined"
"шикарная юбка материал приятный телу","Undefined"
"хорошие но большемерят жаль меньшего нет размера","Undefined"
"хорошее качество большемерит на размер","Undefined"
"джинцы хорошие немного подшили для себя  а так рекомндую","Undefined"
"дешевый подклад и фурнитура далеко не керри","Undefined"
"цена ниже на ценнике нечем регулировать пояс","Undefined"
"для плотного мальчика  маленькие качество пошива хорошее","Undefined"
"кажется  оригинал","Undefined"
"цвет очень яркий качество на высоте","Undefined"
"хорошеньнкая теплая мягкая верх не промокает","Undefined"
"качество мягкое к телу приятная но очень короткая и широкая","Undefined"
"молния на спине это предел акробатики на худеньких в поясе большевато без возможности отрегулировать поясок нужен или банты сзади","Undefined"
"дочке подошло на 155 взяли 164 размер не прогадали","Undefined"
"ставлю пять за исполнение и качество но нам не подошёл для катания на лыжах при наших температурах зимой он очень плотный и тяжёлый может демисезонный нам подойдёт","Undefined"
"берём не первый раз всё устраивает","Undefined"
"недостатков нет","Undefined"
"оригинальность под вопросом не стали брать","Undefined"
"ткань показалась тонкой на худенькую девушку не подошёл по ширине очень велик","Undefined"
"вживую выглядит лучше чем на фото тёплая пока не пачкается","Undefined"
"большемерит очень широкая талия","Undefined"
"взяли в подарок качество хорошее","Undefined"
"все нормально но большой обмен на размер меньше","Undefined"
"мечта любого парня","Undefined"
"я бы сама в них ходила","Undefined"
"не подошли а по каче тву хорошие","Undefined"
"хорошее качество стильные","Undefined"
"прислали не тот размер сдали будем перезаказывать","Undefined"
"качество хорошее трикотаж очень маленькая на худенькую девочку 11 лет рост 146","Undefined"
"красивая нарядная блузочка хотелось конечно другие рукава но эта тоже очень празднично смотрится","Undefined"
"большемерит сильно  не подошла по размеру","Undefined"
"прекрасная приятная к телу ребёнок носит с брюками юбкой очень достойно выглядит","Undefined"
"в 15 не холодно но большемерит","Undefined"
"порезана в районе груди","Undefined"
"симпатичные брючки приятный материал немного мнетсяносим в школу","Undefined"
"футболка прекрасного качества с изюминкой за счёт комбинации тканей следы от портновской ручки удаляются тёплым воздухом достаточно продуть феном","Undefined"
"ткань и качество хорошие но не подошёл размер","Undefined"
"хорошие приятные к телу после стирки не вытягиваются","Undefined"
"хорошее качество выглядит классно","Undefined"
"классная ткань приятная к телу","Undefined"
"торчали нитки качество так себе ну цена говорит за себя не стали брать","Undefined"
"кто пишет что большемеритона не большемерит а по размеру  разбег у размера от и до","Undefined"
"мягкий приятный","Undefined"
"152 на 151 оверсайз очень топ","Undefined"
"невероятное худи  просто прелесть  мягкое и тёплое","Undefined"
"просто бомба","Undefined"
"не тёплые","Undefined"
"классная вещь за смешную цену","Undefined"
"не пуховик на осень","Undefined"
"идеальный","Undefined"
"очень сильно большемерит","Undefined"
"товар соответствует описанию","Undefined"
"не смогли затянуть чтобы они не спадали это не слим на пухлых детей","Undefined"
"очень мнущаяся ткань к которой все липнет даже мельчайщая пыль  вид изза этого так себе конечно к качеству пошива претензий нет","Undefined"
"дочери понравилась","Undefined"
"идеально сели по фигуре","Undefined"
"класс","Undefined"
"футболки хорошего качества брала внукам в садик понравились","Undefined"
"лёгкий но очень тонкий зимой в нем будет холодно","Undefined"
"толстовка полностью соответствует фото классная","Undefined"
"материал тонкий качество на высоте но на худого ребёнка широковато","Undefined"
"очень длинные","Undefined"
"были бы такие жилетки для взрослых купила бы прелесть мягкая внучке понравилась","Undefined"
"прикольный","Undefined"
"приложила эту куртку 98см к купленной в офмагазине 86 размера  одинаковая длина рукава неужели не стыдно вб продавать такое","Undefined"
"по размеру идеально подошел теплый","Undefined"
"качественная достаточно длинная красивая","Undefined"
"стильный на флисе посмотрим на качество после стирки","Undefined"
"ну не знаю на счёт подделки эта наша вторая рейма но все очень достойно размер 6 ну и милейшая расцветка однозначно не зима демисезон до первых заморозков","Undefined"
"очень широкие","Undefined"
"качественные несовсем белые","Undefined"
"хорошего качества  размер в размер","Undefined"
"на дочь мала качество прекрасное","Undefined"
"выглядит простовато на эту стоимость","Undefined"
"хорошее качество  но немного большемерит","Undefined"
"модные брючки","Undefined"
"трикотаж тонкий","Undefined"
"понравились","Undefined"
"замок очень сложно застёгивается ребёнок сама застегнуться не может взрослый с пятого раза молнию нужно продеть через 2 язычка и ровно она не вставляется поэтому такие сложности","Undefined"
"очень понравилась  ребенок носит с удовольствием","Undefined"
"очень качественная вещь","Undefined"
"мне показалось это не оригинал очень плохая фурнитура вообще не смогли застегнуть","Undefined"
"очень классная впрочем это же акула акула в размер","Undefined"
"не корректная размерная сетка не подошла по размеру выбор в пользу другого производителя","Undefined"
"тёплая удобная","Undefined"
"дочка довольна","Undefined"
"в размеркачесиво","Undefined"
"пришёл без ремня","Undefined"
"классная толстовка нам очень понравилась","Undefined"
"крайне странный размерный ряд получается сравнила купленную куртку 128 размера с имеющейся курткой 116 размера и была неприятно удивлена смотрите фото сами вопрос об оригинальности товара невольно встаёт","Undefined"
"качество  доставка быстрая","Undefined"
"очень не равномерно распределен утеплитель на уровне талии его нет вообще  на 10 см в низ и в верх от резинки на плечах он одним комком продукцию данного бренда брали раньше и таких проблем не было","Undefined"
"в размер качество хорошее на стройняшку широковата но оставили тк времени нет заказывать другую","Undefined"
"понравилась не особо теплая","Undefined"
"хлопковая ткань хорошего качества пятерка","Undefined"
"всë подошло","Undefined"
"сломан бегунок на куртке прошу не списывать 100 руб с меня за обратную доставку","Undefined"
"на картинке понравились больше но дочке понравились правда нужно по длине подшивать","Undefined"
"даже мерить не стали вид самой дешёвой куртки на синтепоне","Undefined"
"классная толстовкамягкая и теплая","Undefined"
"красивое но оооочень колючие пайетки","Undefined"
"хорошие но не плотные даже немного прозрачны длинноваты чутьчуть","Undefined"
"сыну понравилась много карманов удобно затягивается мех отстегивается удобная длина","Undefined"
"хорошее качество  но не подошла","Undefined"
"размер гигантский очень большие качество хорошее","Undefined"
"приятные брючки для подростка и просто погулять в зимние морозные деньки и для активных игр на воздухе зимой","Undefined"
"ребёнок давно хотел широкие","Undefined"
"дочке очень понравилась водолазка приятная к телу","Undefined"
"на морозную погоду непродуваемая","Undefined"
"красивый подошёл","Undefined"
"и правда отличается от магазина  совершенно другая ткань  и берут сомнения что он теплый  бирок с содержанием утеплителя нет сомневаюсь что это оригинал","Undefined"
"выглядит не очень ткань тонкая и оказался большеват","Undefined"
"на мою пухляшку в самый раз будем ещё заказывать","Undefined"
"этикетка прилипла решила не рисковать","Undefined"
"очень стильное на худенькую девочку","Undefined"
"на девочку крупного телосложения подошли модель уже покупали выросли относили с удовольствием посадка понравилась удобно живот не тянет свой рост 146 объём талии 74см взяли размер 14680 сели в самый раз по длине первые относили два учебных года","Undefined"
"приятная ткань","Undefined"
"отличные размеру соответствуют сын сказал тепло в них при 10","Undefined"
"кардиган мягкий пушистый брала на вырост размеру соответствует","Undefined"
"красивая и качественная","Undefined"
"классная юбка идет в размер","Undefined"
"хорошие пришлось укорачивать по длине","Undefined"
"к сожалению нет утяжки","Undefined"
"очень нежный мягкий лонгслив","Undefined"
"на первый взгляд нормальный пуховик но не очень удачная пройма брали два размера но ни в одном не комфортно было ребёнку по верхней части пришёл весь с налипшим холофайбером","Undefined"
"хорошие трусики по размеру все подошло в подарок положили носочки яркие рисунки дочери понравились","Undefined"
"расцветка обалденная но прошлый пошиф у фирмы нравился больше карманы были на молнии и глубокие и у капюшона липучки были спрятаны размер оказался огромный хотя планировала взять на вырост но не на 1520см подожду пока появится 128размер думаю что размер идет 6","Undefined"
"криво и косо всё пришито карманы вшиты  вообще кошмар ткань красивая блестит на стройных цена соответствует качеству","Undefined"
"не подошел размер а сам очень крутой перезакажу","Undefined"
"большемерит очень сильно","Undefined"
"классная тёплая","Undefined"
"не первый год покупаем такой незаменимый и неутепленный дождевик не продуваемый и не промокаемый  то что нужно для активного ребёнка","Undefined"
"очень очень крутая блузка","Undefined"
"для зимы уж совсем тонковат","Undefined"
"очень тоненткая","Undefined"
"классная юбка на наш размер 140 подошла на 146","Undefined"
"можно минус ставить за ткань тонковатдумала плотнее за такие деньги","Undefined"
"оч довольно покупкой","Undefined"
"мы очень любим ее светится ночью качество огонь","Undefined"
"на 170 впритык пришлось выкупить тк нужна была срочно","Undefined"
"купили ребёнку рост 158 очень велик размер 50 примерно  оставила себе","Undefined"
"мой любимый бренд за качество ткани фасона расцветок функциональности","Undefined"
"брали ребёнку дочка довольна","Undefined"
"это полный трешдырки от строчки по всей куртке ощущение что ее перешивали","Undefined"
"лучшие куртки  расцветка очень красивая  легко вытереть грязь если что  на 144 взяли 146152  немного большая  но сейчас так модно","Undefined"
"красивая мягкая нежная форму держит подходит очень худым девочкам пришла быстро качество хорошее","Undefined"
"размеру соответствует на хлопок мало похож не очень приятная к телу","Undefined"
"все класс  в размер  соответствует зимней одежде с запасом","Undefined"
"качество хорошее но очень широкий большемерит","Undefined"
"широкие сыну не понравились","Undefined"
"отличные очень теплые качественные","Undefined"
"великоват","Undefined"
"дочь счастлива носит и снимать не хочет цена  качество","Undefined"
"красивая и тёплая на 7 5 лет и рост 126 взяли 8 размер надеюсь что запаса хватит на следующий год","Undefined"
"модель не плохая но сшито колючими нитками ребенок не смог простоять в них и полминуты","Undefined"
"стильная","Undefined"
"качество хорошее но оно огромное","Undefined"
"лёгкая на тёплую зиму качество пошива без претензий замок легко работает","Undefined"
"заказывала две блузки разного размера обе пришли смятые в комок в рваных пакетах да ещё и одна из блузок вобще совершенно другая и не того размера вторую оставила конечно но вот честно даже смотреть было не приятно на них не за бесплатно же берём","Undefined"
"дочка привереда а тут неожиданно схватила и взяла качество на высоте рост 164 стройняшка","Undefined"
"штаты большие но красивые стильные качество хорошее","Undefined"
"качество очень хорошее дочке понравилась","Undefined"
"на 126 см размер 128 с запасиком","Undefined"
"соответсвует","Undefined"
"отличные шорты пришли 2 одинаковых размера","Undefined"
"качество нормальное","Undefined"
"не привезли","Undefined"
"на 110 с запасом","Undefined"
"идёт в рост","Undefined"
"красивое худи все подошло","Undefined"
"качество прекрасное но на худом мальчике выглядит широкой","Undefined"
"футболка пришла вся в пятнах","Undefined"
"взяла не посмотрев в руках были отметки ручки","Undefined"
"качественная блузка покупали для школы смотрится достойно","Undefined"
"пошив идеальный всё подошло","Undefined"
"очень хорошие трусики заказываем всегда именно этой фирмы","Undefined"
"молния хлипкая","Undefined"
"качество превосходное размер стандартный для reims 6","Undefined"
"оригинал очень тёплая хорошее качество","Undefined"
"класс ваши вещи все на высоте","Undefined"
"узковатые и рост не подошёл","Undefined"
"хорршие шорты сыну понравились","Undefined"
"футболка классная","Undefined"
"дочь довольна очень качество прекрасное","Undefined"
"классная мягкая  идёт в размер","Undefined"
"очень понравились стильная модель длина брюк укороченная для школы идеально ткань приятная ребенку будет комфортно","Undefined"
"соответствует размеру","Undefined"
"не стоят своих денег","Undefined"
"и размер подошёл и качество соответствует","Undefined"
"хорошие","Undefined"
"хорошего качества но цвет оказался намного светлее ожидаемого","Undefined"
"качество хорошее размер соответствуетберу детям в зависимости от возраста","Undefined"
"приятный к телу модный качество видео хорошее","Undefined"
"очень понравились сели идеально","Undefined"
"качество хорошее интересные муж рекомендовал выбрать эти но мы всеже приняли решение в пользу других","Undefined"
"качество джинс хорошее но между ростом 164 и 158 разница 10 см очень жаль заказывала две пары 158 и 164 одни оказались короткие а вторые широкие и длинные","Undefined"
"на мальчика 7 лет размер 128 с запасом","Undefined"
"на стройного мальчика широковаты в целом понравились","Undefined"
"ребёнку очень нравитсятёплая  красивая что надо","Undefined"
"пушка  очень позитивная расцветка","Undefined"
"отличные к сожалению нам малы","Undefined"
"люблю вещи этой фирмы","Undefined"
"очень нравится дочери 5 класс цена замечательная","Undefined"
