"text","labels"
"много одежды покупаю этой фирмы все качественное но этот лонгслив подкачал надеялась что такой проблемы не будет но увы при стирке синие ворсинки оседают на белом не критично но увы оценку снижаю по размеру прям оверсайз ребенку нравится","Продукт:Качество"
"отличное стильное пальто смотрится интереснее чем на фото","Продукт"
"пришел вот так запакован  было очень мятое  даже не стали мерить  по качеству платье хорошое","Продукт:Качество"
"джинцы классные дочь пищала от восторга теперь модная примерила дома и не хотела снимать ткань приятная плотная но лёгкая одновременно хорошо что в поясе вставлена утяжкарезинка с петлями регулируется застегиваясь на пуговицы как раз худышкам можно утянуть отличные","Продукт"
"внук не вылазит с него и в пир и в мир по 56 часов на улице при  25 и не мёрзнет рост и размер все по таблице 140 рост у ребенка под низ одеваем только хб футболку с длинным рукавом и трико лёгкое рекомендую","Продукт"
"теплая курточка понравилась дочери удобно на рост 113 взяли 122128 с запасом рукава подвернули и плучилось пальто","Продукт"
"заказывала 110 размер а пришёл 116 очень большой поэтому отказ","Опыт покупки,Возврат и обмен"
"отличная куртка единственное меняла размер думала на вырост взять но слишком большая оказалась","Продукт"
"очень понравился комбинезон тёплый в минус 50 внуча в нем не замёрзла изготовлен аккуратно все детали продуманы красивый цвет по размеру сел очень хорошо на 5летнего ребёнка рукавички конечно как муляж сэкономили на них очень тоненькие на морозы не подойдут покупкой довольна рекомендую всем спасибо","Продукт,Опыт покупки"
"комбез пришёл быстро но нет этикетки нет ничего абсолютно о составе запасных пуговок тоже нет нет резинок на штанах ощущение что его уже ктото мерил не один раз отвратительное отношение у вас к покупателям","Доставка"
"классная вещь брать по своему размеру","Продукт"
"куртка очень качественная стильная удобная  отказ по причине того что не попали с размером","Продукт,Опыт покупки,Возврат и обмен"
"хороший полувер","Продукт"
"прекрасное  качественное и стильное платье на мою крупную пухляшку ростом 134  чудесно село платье 152 с запасом в плечах  платье очень удачно скрывает недочёты в фигуре  советую","Продукт,Продукт:Качество,Опыт покупки"
"красивое очень платьемодные рукава","Продукт"
"комбез классный сел идеально качество хорошее размер соответствует","Продукт,Продукт:Качество"
"отличный комбинезон размер совпадает остановились на нем т к с запасом на рост 136см","Продукт"
"купили на следующий год 104 размер в этом нам уже становится мал демисезонный комбез этой фирмы размера 98 относили хорошо только ткань тонковата осенью упал на неровный асфальт и дырка получилась керри явно прочнее  но и цена в несколько раз выше по соотношению цена  качество эта фирма сейчас мой фаворит но с учетом скидок конечно","Продукт:Качество,Цена"
"хорошее пальто очень аккуратно сшит подклад но отказ мы не прошли в плечах","Продукт,Опыт покупки,Возврат и обмен"
"хорошая курткасшито очень качественновзяли на вырост рост ребёнка 154 см куртка 13158 рекомендую","Продукт,Продукт:Качество"
"воротник целиком из синтетики это плохое решение мне не понравилось в целом блузка хорошая","Опыт покупки"
"заказала бежевую на рост 140за 125 белрубсвою цену по качеству не оправдываетна капешоне пятна как от краски швы под мышками разошлисьзнаю что данные куртки бывают в районе 46 белруб это максимальная цена за которую я бы её купила и то с учётом если она будет без малейшего брака","Продукт:Качество,Цена"
"полукомбинезон классный цвет отличается от фото более насыщенный тёмносиний","Продукт"
"отлична парка на два сезона точно хватит по ростуразмеру удачная модель не маркий цвет смотрится модно и стильно","Продукт"
"куртка хорошая но мне показалась тесновата более тёплую кофту под низ и уже будет не удобно а так к качеству претензий нет","Продукт:Качество"
"отличный свитер хорошее качество на рост 127 подошёл отлично","Продукт,Продукт:Качество"
"качество  и размер в размер","Продукт:Качество"
"куртка отличная мягкая  комфортная сшита аккуратно размер соответствует в рукавах меха нет чтобы руки можно было согнуть  упакована интересно в бумажный пакет  без пластика и на этом сделан акцент производителемвзяли одинаковые на мальчишек 9 месяцев и 13 лет все довольны","Продукт"
"пиджак понравился но нам по росту138140 см очень длинный и рукава тоже отказ","Продукт,Опыт покупки,Возврат и обмен"
"отличные джинсы значительно дешевле чем в магазине доставка быстрая спасибо продавцу","Доставка,Цена,Офлайн магазин"
"классная юбка но резинка оказалась туговата до худеньких будет прекрасна перезаказала на 2 размера больше","Продукт"
"классные брюки качество отличное посмотрим  как будут вести себя в носке дочь в восторге","Продукт,Продукт:Качество"
"очень красивая и удобная хорошее качество","Продукт:Качество"
"пальто огонь в принципе как все у этого продавца но замок это что то с чем то минут пять пыталась застегнуть ребенок сам застегнуть не смог поэтому снижаю одну звезду","Опыт покупки"
"качественный плотный хорошо сшитый жилет очень понравился сынуцвет не однотонный чёрный  черносерый","Опыт покупки"
"на рост 104 оказался очень великпришлось возвращать и заказывать меньшеребенку очень понравился","Опыт покупки"
"классная куртка сын в восторге","Продукт"
"отличная куртка но для зимы кажется тонковатой скорее на позднюю осень раннею весну сшита качественно цвет красивый дочь довольна","Продукт,Продукт:Качество"
"отличная блузка у нас такая была с длинным рукавом  заказали на вырост отлично","Продукт"
"классная и качество отличное","Продукт,Продукт:Качество"
"куртка качественно отшита не продувается все как на фотографиишуршит","Продукт:Качество"
"качество хорошее берём этой фирмы уже не первый раз ткань хорошая после стирки не появляются катышки","Продукт:Качество"
"качество хорошее брюки на девочек стройных в талии","Продукт:Качество"
"хорошее качество пришло за 2 дня дочке понравилось размер подошёл","Продукт:Качество,Опыт покупки"
"красивый размер соответствует пожалуй это все плюсы теперь о главномвесь наполнитель вниз уходит т е плечи и спина точно будут замерзать замок очень хлипкий основная ткань мне кажется тоже не для зимы","Продукт"
"тонковаты для зимы ткань не очень понравилась подозреваю будут быстро зацепки и катышки все к ним липнетиз плюсов ткань мягкая и тянется дочке очень понравился фасон брюкцена считаю завышеназа 800 может и оставила бы","Доставка,Опыт покупки,Цена"
"джемпер хороший качественный рекомендуем","Продукт"
"хороший классный бомпер","Продукт"
"качество низкое от куртки исходит сильный химический запах ткань неприятная на ощупь много где торчат нитки и на рост 135 нормального телосложения размер 140 оказался мал рукава коротки узки в локтях при сгибе есть зимняя парка премонт размер такой же 140  она совсем иного качества очень хорошая из достоинств  только светоотражающий узор на куртке","Продукт,Продукт:Качество,Коммуникация"
"юбка отличная лучшая покупка из школьных вещей","Продукт"
"красивый удобный комбинезон","Продукт"
"хорошая куртка для полненьких детей очень хороший вариант","Продукт"
"курткавообще у фирмы все куртки выбирали из 4 расцветок выбор пал на эту яркая подойдёт ко всему изза того что разноцветная в манжете есть отверстие для большого пальца подойдёт для крепких мальчишек не могу сказать что большемерит тк на рост 160 брали 164170 с запасом на следующий год поэтому нам широковата зато пододеть можно будет на более холодную погоду подкладка флис сверху однозначно рекомендую","Продукт"
"шорты хорошего качества смотрятся стильно ребёнок практически не снимаетнравятся","Продукт,Продукт:Качество"
"сказать честно полное разочарование не ожидала что в этом бренде может быть такое качество ткани плотное хорошее претензий нет но в остальном полный провал платье и так впереди короткое так и кнопки заканчиваются очень рано как не крутилась дочь ну совсем не зашло цена сильно завышена","Продукт:Качество,Цена,Маркетинг и реклама"
"заказывала комбинезон как не первом фото отличный тоненький лёгкий с флиской будет супер не подошёл размер на плотного мальчика нудно на рр по большей по этому отказ а так классный","Продукт,Опыт покупки,Возврат и обмен"
"классные подошли","Продукт"
"очень теплое и красивое зимнее пальто на девочку ростом 135см купила пальто размером 140 большемерит внутри кулиска чтоб было тепло  есть внутренний кармашек капюшон теплый глубокий рукава внутри с манжетами длина пальто на моей дочери чуть ниже колена чего и хотели цвет чернильный с серебрянной голографической вставкой в районе груди она же служит светоотражателем очень эффектно смотрится пальтишко рекомендую","Продукт"
"товар понравился","Продукт,Опыт покупки"
"куртка классная ребёнок доволен сразу одела и пошла хватит на два года точно вроде не выглядет большая и как раз и с запасом спасибо","Продукт"
"куртка понравилась но пришлось вернуть т к оказалась велика заказали меньший размер рост у сына 162 размер 164 сильно велик особенно рукава и в плечах","Продукт,Возврат и обмен"
"без претензий классная","Продукт"
"на рост 122 взяла 128 с запасом на следующую зиму куртка понравилась добротная стильная думаю очень теплая сыну расцветка понравилась выглядит супер цена конечно не особо приятная но за такое качество мне не жалко","Продукт,Продукт:Качество,Цена"
"легкий до 0 максимум и до 5 с флисовой поддевой легко стирается носим второй сезон","Опыт покупки"
"отличная куртка троечку ну прям не знаю ребёнок доволен нет никаких торчащиз ниток колом не стоит","Продукт"
"классная рубашка приятная ткань на 146 146 идеально сел","Продукт"
"классные шорты","Продукт"
"куртка отличная ошиблась с размером поэтому отказ","Продукт,Опыт покупки,Возврат и обмен"
"отличное качество куртки все понравилось","Продукт:Качество,Опыт покупки"
"большеват но отказались","Опыт покупки,Возврат и обмен"
"годная качество на 5","Продукт:Качество"
"второй сезон носим выглядит отлично до сих пор очень тёплый ни разу ребёнок не замёрз и не промок на шее застегивается только очень туго шарф если внутрь одевать бывает не очень удобно тут скорее снуд подойдёт который поверх одевается но это мелочи комбез очень рекомендую","Продукт"
"хорошее пальто размер велик взяли другое","Другое"
"на лицевой стороне очень много затяжек поэтому возврат по браку а так пальто хорошее","Продукт:Качество,Возврат и обмен"
"хороший костюм идёт в размер брюки оказались узковаты отказ","Продукт,Опыт покупки,Возврат и обмен"
"качество очень крутое ни одной зацепки ниточки ошиблась с размером взяла больше но сдавать такую прелесть не собираюсь","Продукт:Качество"
"качество хорошее но размер наш но очень большаярешили взять на вырост","Продукт:Качество"
"пуховик отличный выглядит очень красиво хорошая надёжная молния рукава узковаты правда плотная резинка","Продукт"
"очень классный свитшот на рост 138 брала 134 размерс запасом не впритык зелёный цвет полностью соответствует фотояркий и насыщенный есть небольшой начёс к телу очень приятный","Продукт"
"платье хорошее пышное ну не подошло размер очень жалко","Опыт покупки"
"отличная куртка как всегда у reima демисезонный вариант 140 грамм ну или еврозима можно назвать можно на 1 сентября надеть если оно будет таким же холодным как в том году 2239 выбор в пользу другой аналогичной модели по характеристикам исключительно из личных предпочтений","Продукт"
"кардиган красивый но маломерит","Продукт"
"хороший костюм легкий теплый","Продукт"
"пижамка классная брала два разных размера материал хлопок без утепления так что пижама тонкая из минусов  широкая резинка на штанах пришлось подшивать самостоятельно чтобы не сваливались дети не худые обычная комплекция","Продукт"
"классная  сын очень хотел ее  но отказ нужна более теплая модель  если останется эту закажем к весне","Продукт,Опыт покупки,Возврат и обмен"
"после отзывов не хотела брать а в итоге только его и оставила размер 32134 на мальчика 130 ростом оказался чуть чуть великоват что ожидаемо но все пропорционально ткань приятная сшит аккуратно","Продукт"
"хороший мягкий свитер видела в магазине до нг был дороже в 2 раза потом увидела тут и не раздумывая купила дочке понравился","Продукт,Опыт покупки,Цена,Офлайн магазин"
"комбез хороший  качество на высоте  но узковатый нужно бы производителям обратить на это вниманиеот этого зависят его продажи поэтому отказа так бы с большим удовольствием забрали","Продукт,Продукт:Качество,Опыт покупки,Возврат и обмен"
"отличное качество может старые поставки","Продукт:Качество"
"качество супер  куртка до 10","Продукт:Качество"
"классная куртка очень тёплая и всё закрыто","Продукт"
"комбинезон бомба  смотрится стильно и дороже своих денег  купила за 4500  ждём похолодания  испытать","Продукт,Цена"
"симпатичное платьепрошито хорошоно внутренние швы обработанныне правильноочень колютсядочь и минуты не смогла продержатьсяа брала для спектакляговорит не смогувозврат","Возврат и обмен"
"качество замечательное но не зимняя для сибири","Продукт:Качество,Опыт покупки,Коммуникация"
"куртка ооочень теплая выбирали между несколькими но эта топ мех сняла мне он не понравился без него лучше на следующую зиму еще останется","Опыт покупки"
"джемпер классный пришёл вовремя упаковка отличная приобрела как подарок на новый год внуку","Продукт,Доставка,Экологичность"
"на ребёнка 146 см худощавого телосложения подошёл размер 33 слегка просвечивает под жилет пиджак взяли бы но нужна была именно плотная концертная рубашка которую носить нужно без всякого верхнего слоя отказ","Опыт покупки,Возврат и обмен"
"отличный тёплый костюм на рост 120 5 5 лет взяли р128 чтобы точно хватило на 2 сезона а может и 3 можно было бы и р 122 взять но менять не стали штаны длинные явно на рослых деток но есть удобная шлевка с липой для закрепления подворота штанины куртка только немного запаса утяжки на поясе у куртки нет только по низу куртки капюшон внутри с флисом и утяжкой по краю мех действительно куцый но он и легко отстегивается у штанов внутри флиса нет в общем с хорошей скидкой брать явно стоит советую не брать с большим запасом размера и так учтено 6см к ростовке размера те на рост 120 берите р122 я и так хватит на 2 сезона штанов точно","Продукт,Опыт покупки"
"села отлично хороший оверсайз","Продукт"
"качество оставляет желать лучшего не рискнула забрать из пвз нитки везде торчат липучки пришиты так что уже отрываются ткань на штанинах экстратонкая боязно что порвётся при носке не стоит своих денег не отвечает ожиданиям предъявляемым к бренду","Продукт:Качество,Маркетинг и реклама,Коммуникация"
"качество отличное но прислали не тот размер заказывала 164  пришёл 170 сильно велик","Продукт:Качество"
"свитер отличный мягкий и теплый но как так можно упаковывать товары третий раз приобретаю онлайн вещи вашего бренда сейчас через вайлдбериз до этого через другие магазины и каждый раз вещи приходят грязные неужели нельзя в более плотные пакеты упаковывать пакеты все драные приходят вещи из них просто вываливаются и пачкаются пока пятно на спине свитера отстирать не удалось","Продукт,Офлайн магазин,Маркетинг и реклама"
"хорошая кофточка понравилась рост ребёнка 96 но нам оказалась очень большая рукава заворачивать придётся намного пришлось отказаться качество хорошее хотим перезаказать","Продукт,Продукт:Качество,Опыт покупки,Возврат и обмен"
"костюм хороший нам нравиться эта фирма брали первый комбез всё нравиться теперь мальчик подрос купили костюм фирма отличная нам нравиться спасибо вам огромное костюм идёт 6 имейте виду","Продукт"
"ребёнок носит не снимая классная вещь рекомендую идёт в размер","Продукт"
"джинсы хорошего качества но большемерят","Продукт:Качество"
"плащ хороший но качество ткани у верхнего плаща смущает до этого брали другой расцветки  ткань гладкая с пропиткойфото серый с розовым а у этого шершавая но вроде тоже воду отталкивает не понятно взяли ребёнку очень понравился","Продукт,Продукт:Качество,Опыт покупки"
"пальто понравилось но на худого ребёнка широкое качество и фурнитура отличные","Продукт:Качество,Опыт покупки"
"отличное качество интересная модель возврат на обмен меньшего размера","Продукт:Качество,Возврат и обмен"
"пишу отзыв со временем носки изделия мы в восторге тепло комфортно если холодно существуют шнурочки упетлились и пошли дальше рекомендую внутри флисовая подкладка по спине и груди","Продукт"
"костюм очень понравилсяно курточка кажется слегка тонковатой посмотрим как будет вести себя в носке","Опыт покупки"
"указано что пуховик что зимний а в итоге это скорее демисезонная куртка осень и весна прохладные  да без сомнений но вот зима  нет и плюс ткань внешняя примерно такая была у меня и все капельки оставляли следы при высыхании поэтому отказ в пользу другой модели тк нужен именно теплый пуховик","Опыт покупки,Возврат и обмен"
"отличная курточка спасибо","Продукт"
"бомбер классный размер соответствует но ожидала ткань плотнее","Продукт"
"классная куртка как на фото на рост 110 взяла размер 116 получилось с запасом","Продукт"
"отличная куртка тёплая цвет насыщенный","Продукт"
"классный комбинезон спасибо","Продукт"
"качество соответствует не подошла модель на нас  как на палке висит думаю  на плотненьких лучше будет смотреться","Продукт:Качество"
"все отлично дочери понравилось прошито качественно теплое","Продукт:Качество,Опыт покупки"
"замечательное пальто для девочки на рост 105 взяли с запасом размер 110116 качество хорошее немного молния заедает нужно помогать застегивать цвет чуть темнее чем на фото серосиний красивый немного смущал капюшон казался громоздким на самом деле он просто с загибом хорошо застегивается и смотрится аккуратно покупкой довольны рекомендуем","Продукт,Продукт:Качество,Опыт покупки,Коммуникация"
"классная куртка очень понравилась","Продукт"
"очень внешне понравилось пальто размер отлично подошёл но как в предыдущих отзывах писали узкий рукав особенно в районе манжет также куртка пришла с браком очень много торчащих ниток соответсвенно отказ и взяли другую","Продукт,Продукт:Качество,Опыт покупки,Возврат и обмен"
"не первый раз беру эту модель для школы просто супер особенно у кого крупная попа закажу на вырост пока цена хорошая спасибо","Цена"
"отличный костюм  да ещё за такую сумму 25 т  костюм большемерит  ребенок ростом 149 см  взяли костюм на 146 и ещё есть запас  штаны подвернули хотя дочь у меня не худая и всегда берём на размер больше  но тут мерили 152 и утонули уже испробовали  ребенок ходил в нем до 7 градусов  далее перешли в зимнее  в слякоть самое то  не промокает","Продукт"
"отвратительный свитер никому не советую выброшенные деньги качество настолько ужасное что я шокирована одели два раза при этом не согласны делать возврат даже одну звезду не заслуживает","Продукт:Качество,Опыт покупки,Возврат и обмен"
"качество хорошее немного большемерет","Продукт:Качество"
"взяла дочке на рост 152 рукава нормально сзади пришита резинка и смотрится мешком спереди куртка прямая качество для такой цены оставляет желать лучшего разочаровалась","Продукт,Продукт:Качество"
"пижама отличная доче понравилась","Продукт"
"очень классная курткатеплая качественно сшита на морозы самое тоно к сожалению дочке понравилась другаяна рост 155 брали 158 немного большевата и на деток поплотнее наша слишком худая для нее хоть и затягивается в талииа так в целом куртка очень хорошая за такие деньги","Продукт,Продукт:Качество"
"отличный костюм как всегда на высоте","Продукт"
"качество хорошее  плотная","Продукт:Качество"
"куртка очень качественная теплая реально на 30 подходит но большевата чуток на рост 140 взяли 146 широкая прям но оставим на сл год нормально спасибо российскому производителю за качественную красивую вещь по минимальной цене рекомендую","Продукт"
"куртка очень классная пришло все аккуратно","Продукт"
"нам понравилась качество отличное","Продукт:Качество"
"качество хорошее резинка тоже заказа два размера 23 года и 34 одинаковые по длине и ширине на девочку 2 5 года хорошо мела не жмет длина по колено","Продукт:Качество"
"очень стильная юбка но очень длинная для концертов подойдёт","Продукт"
"качество соответствует цене получен товар вовремя 1 сентября","Продукт,Продукт:Качество"
"размеру не соответствует размер 8 на ребёнка ростом 123 см нормального телосложения мал короткие штанины и рукава","Продукт"
"пижама отличная ребенку очень понравилась","Продукт"
"куртка была порезана почему не проверяете товар перед отправкой","Продукт"
"спинки нет не понимаю как можно продавать товар который не соответствует фотографиям и описанию тем более ждали очень долго не самый дешевый и фирма известная достаточно при том у нас это 3й комбез всегда все было нормально","Продукт"
"очень красивый джемпер салатовый цвет насыщеннее чем на фото мягкий и приятный к телу дети довольны","Продукт"
"комбензон понравился  можно было и побольше размер заказать  выкупила 104 спасибо","Опыт покупки"
"классная куртка подошло все в размер","Продукт,Опыт покупки"
"пижамка классная нам очень понравилась","Продукт"
"очень хорошая куртка все понравилось единственное что резинка внизу  немного мешает подьему по лестнице приходится чуть растёгивать низ но это не очень критично куртка шикарная всё продумано","Опыт покупки"
"курточку на самса довольствие качество хорошее при 30 ребёнку тепло","Продукт:Качество"
