"text","labels"
"очень красивая кофточка в школу нам подошла на девочку рост 140 сидит отлично","Sentiment_Positive"
"отличная куртка очень понравилась тёплая и стильная качество супер","Sentiment_Joy, Sentiment_Positive"
"не смотрится на худенькой девочке большемерит хотя качество ткани понравилось","Sentiment_Positive"
"на худощавого мальчика ростом 132 на футболку села отлично но в шее великовата","Sentiment_Positive"
"хороший тёплый пуховик немного есть запах но это не страшно","Sentiment_Positive"
"отличная куртка на осень рукава немного с запасом цвет качество отлично","Sentiment_Positive"
"курка хорошая сочный темный синий цвет идет в размер подойдет до минус 0 заказывала 2 размера 152 и 158 померить 152 подошел на рост 146 как раз на весну и осень в 23 году бы одели пришлось забрать большой размер 158 на вырост по причине того что размер 152 пришла порезанная впереди видно на фото и система вб упорно хочет списать деньги за обратную доставку","Sentiment_Positive"
"куртка классная но узкая","Sentiment_Positive"
"модный комплект на рост 107 выглядит большевато хотя лонгслив как раз ткань приятная а так все супер","Sentiment_Joy"
"комбез супер ребёнок восторге","Sentiment_Joy"
"хорошая только минус звезда по шкуре немного не прошито","Sentiment_Positive"
"качество хорошее беру второй раз на рост 140 подошёл 146","Sentiment_Positive"
"очень хороший комбезик уже не первый этого производителя сшит качественно хорошие материалы","Sentiment_Positive"
"на рост 137 взяли 146 немного большевато но не критично хорошая длина теплое качество на высоте пересмотрели много других вариантов остановились на этом думала будет принт смущать  но смотрится хорошо фото не стали делать в отзывах все хорошо продемонстрировано","Sentiment_Positive"
"куртка огонь на рост 118 122 оказался очень большим в плечах поэтому перезаказ на меньший размер","Sentiment_Joy"
"жаль пальто очень хорошее но нам длинный до пят","Sentiment_Disappointment, Sentiment_Positive"
"отличные платья взяли 4 разных цветов","Sentiment_Positive"
"хороший комбинезон ткань на попе и коленках плотная прослужит зиму точно но надеюсь и больше тёплый ребёнок доволен","Sentiment_Joy, Sentiment_Positive"
"брюки отличные по размеру подошли только цвет заказывали темносиний а пришли синие оттенок сильно отличается но мы оставили попробуем к ним подобрать жилет","Sentiment_Positive"
"очень тёплый и качественный костюм в минус 25 ребенок не замёрз теплые колготки  футболка и водолазка","Sentiment_Positive"
"джемпер очень понравился по размеру подошёл отлично","Sentiment_Positive"
"было бы 10 звëздпоставила бы кардиган мягкий приятный красивый ребëнку в нëм тепло и комфортно однозначно рекомендую","Sentiment_Joy"
"все подошло по размеру качество хорошее","Sentiment_Positive"
"куртка отличная  но нам длинновата а так очень модная и качественная сын выбрал другую","Sentiment_Positive"
"отличные футболки чуть большемерят а так супер","Sentiment_Joy, Sentiment_Positive"
"отлично подошла","Sentiment_Positive"
"очень классный джемпер приятная ткань и сидит отлично","Sentiment_Positive"
"куртка отличная но большая вернули перезакажем на рост 122 брала 128 и очень большая нужно брать в размер","Sentiment_Positive"
"куртка отличная для спорта","Sentiment_Positive"
"куртка очень стильная и тёплая  качество хорошее  ребёнку нравится","Sentiment_Positive"
"быстрое и качественное обслуживаниевежливый персонал в пункте всегда порядок","Sentiment_Joy"
"куртка хороша дочь довольна фирму эту уже не первый раз берем нам очень нравится спасибо","Sentiment_Joy"
"обалденное легкое платице","Sentiment_Joy"
"куртка супер дочке очень понравилась теплая в воротнике есть манжет очень хорошо закрывает горло","Sentiment_Joy, Sentiment_Positive"
"на свою цену в 1890 тянет кнопки хлипкие материал куртки сильно магнитится на рост 158 смотрится хорошо","Sentiment_Positive"
"нам очень большой оказался девочка стройная носит одежду 134размера и мне показалось данный пиджак более подходит взрослым детям","Sentiment_Neutral"
"качественный пуховик на зиму флисовый подклад до пояса ворот и манжеты с резинками на худенькую девочку ростом 140 см взяли размер 146см 152 см был с сильным запасом легкий","Sentiment_Positive"
"куртка не соответствует фото  сшита очень хорошо но на размер на мой взгляд меньше  рекомендую предпочтение отдали другой","Sentiment_Joy, Sentiment_Disappointment, Sentiment_Positive"
"4 звезды за несоответствие размеру уже брали одежду этого бренда и 140 на рост 128 было хорошо с небольшим запасом а тут просто огромная разница с учётом того что возврат платный сейчас это огорчает","Sentiment_Positive, Sentiment_Neutral"
"пальто симпатичное не по фигуре широкое ткани приятные на ощупь сшито аккуратно но резинка на рукавах очень тугая на тоненькую ручку брала себе 164 и ребёнку 122  пережимает кисть аналогичная проблема в другой модели этой же фирмы очень жаль","Sentiment_Disappointment, Sentiment_Negative"
"куртка свободная брали на рост 128запас хороший","Sentiment_Positive"
"крутой принт яркая приятная ткань после стирки рисунок на месте не растянулась спасибо","Sentiment_Joy"
"куртка отличная брала два размера на выбор остановились на 116 размере рост ребёнка 105 см удобно что внизу можно утянуть куртку низ рукавов на липучке ничего не задувает тепло","Sentiment_Positive"
"почитав отзывы о том что даже на худеньких пальто узкое заказа на рост дочери 132 размер 10140 надо было брать 9 до этого была приталенная модель и все сидело как влитое данное пальто широкое и на худеньких очень свободное на спинке я считаю что оно совсем не маломерит а идёт с запасом если ребёнок худой берите в размер так как и так будет запас выкупила но думаю оденем не в эту весну брака нет все отшито хорошо красивое","Sentiment_Positive, Sentiment_Negative"
"очень хорошая качественная куртка очень красивый цвет очень хорошая верхняя ткань хорошо сшита но на нашего ребенка оказалась слишком велика поэтому возврат","Sentiment_Positive"
"супер подошёл по размеру","Sentiment_Joy"
"платье классное но большимерит нам134 большое прощу за возврат не снимать перезакладу на размер меньше","Sentiment_Positive"
"футболки супер всегда беру эту фирму","Sentiment_Joy"
"отличная пижама дочка довольна","Sentiment_Positive"
"классный пуховик  на ощупь реально кажется тонковат  внутри утеплен флисом ткань нежная наполнитель тоже  цвет приятный дочь выбрала его  посмотрим как в морозы себя покажет","Sentiment_Positive"
"очень красивое платье сидит хорошо не в обтяжку","Sentiment_Positive"
"куртка неплохая по качеству за такие деньги тёплая лёгкая и хорошо согревает в морозы до 3032  ребёнку пятый год размер 110 брали 116 чтобы была посвободнее была раньше куртка этой же фирмы покупала размер в размер но вещь смотрелась куцевато и давила в воротниковой части а эта сидит очень даже идеально свободная нигде не стесняет и не сдавливает и ребёнку очень комфортно и удобно расцветка такая же как на фото точь в точь переживала что из за расцветки будет смотреться так себе но одели штаны комбинезон цвета функции и шапку со снудом такого же цвета и вообще всё супер добавили яркости и куртка стала смотреться совсем по другому куртка в размер но лучше смотрится когда свободнее я не люблю тёплые вещи брать в притык так как ребёнку не удобно","Sentiment_Joy, Sentiment_Positive"
"цена явно завышено качество плохое торчат нитки вернула как брак на плече шов не прострочен виден синтепон 100 рублей за доставку сняли","Sentiment_Disappointment, Sentiment_Negative"
"отлично все отказ в пользу другого цвета","Sentiment_Positive"
"отличная куртка опушку с капюшона сняли на фото дочка рост 120 взяли размер 128 великовата но чтобы хватило еще на следующую зиму","Sentiment_Positive"
"хорошее качество взяла размер 104 хотя futurino берём 98 и села отлично","Sentiment_Positive"
"хорошая качественная рубашка","Sentiment_Positive"
"тёплый сыну понравился идёт в размер сын не худенькая размер 158 хорошо сел","Sentiment_Positive"
"куртка просто супер отлично пошита очень тёплая красивая удобная за такую цену не ожидала такого качества рекомендую на 100 спасибо продавцу","Sentiment_Joy, Sentiment_Surprise, Sentiment_Positive"
"большой отказ в пользу другого а так тоже хороший","Sentiment_Positive"
"добрый день костюм конечно классный качество отличное ноне поняла почему куртка становится снаружи влажной по швам и подмышками снаружи куртки видны влажные следы погода 1 ребёнок был одет легко лёгкий хб батник это ткань или в чем причина","Sentiment_Positive"
"классная куртка на рост 122 взяла 146 размер сидит отлично хватит на два сезона","Sentiment_Positive"
"отличный бомбер но для сына очень теплый оказался","Sentiment_Joy"
"отличное качество размер соответствует","Sentiment_Positive"
"хорошая куртка тёплая и удобная","Sentiment_Positive"
"хороший комбез сыну понравился в минус 12 вроде не замерз","Sentiment_Positive"
"пуховик просто класс всё соответствует описанию дочь довольна мех хоть и искусственный но смотрится хорошо","Sentiment_Positive"
"отличная куртка подойдёт пухляшкам к сожалению ребёнок выбрал другую","Sentiment_Positive"
"хорошая но тонковатая","Sentiment_Positive"
"куртка отличнаякачество прекрасное на рост 138 взяли р146получилось с запасом сыну понравилось","Sentiment_Positive"
"мне очень понравился костюм яркий качественный модный но выбирая между ним и другим костюмом дочь выбрала другой хотя мне больше понравился этот","Sentiment_Positive, Sentiment_Neutral"
"размер в размер запаса нет качество хорошее посмотрим как в носке","Sentiment_Positive"
"ткань колется ребёнку не понравилось а так симпатичная рубашка","Sentiment_Positive"
"платье как на фото село прекрасно ничего не колется ниток не торчит очень красивое взади поясочек можно завязать на бантик и спереди и сзади ещё понравилось двойное плечико можно добавить ещё больше красоты в образ своей принцессе","Sentiment_Positive"
"пальто понравилось но выбор пал на другой фасон","Sentiment_Positive"
"отличный ребёнок доволен","Sentiment_Joy"
"дочке нравится цвет мне что можно его протереть тряпочкой хороший пуховик","Sentiment_Positive"
"комбинезон хороший качественный но выбрали другую расцветку","Sentiment_Positive"
"купила 2 за 492рубля отличные футболки цена порадовала но дороже врядли купила бы","Sentiment_Positive"
"отличное пальто яркое и модное носим уже месяц теплое лёгкое не маркое","Sentiment_Positive"
"это никакая не мембрана ткань промокаетеслиб знала  не взяла бы в мокрый снег не носим только на сухую теплую осень расцветка размер все хорошо все подошло","Sentiment_Positive"
"отличная куртка перезакажем","Sentiment_Positive"
"куртка очень понравилась хорошая","Sentiment_Positive"
"возврат лишь потому что на 98 ростовку размер 98 больше на 23 размера перезакажу на зиму  конечно не потянет но хорошая демисезонная куртка до 0","Sentiment_Positive"
"просто супер комбинезон даже и добавить нечего тепло все пригнано как надо светоотражатели","Sentiment_Joy"
"внешний вид очень хорош но за такие немаленькие деньги почемуто вся одежда в катышках из ворса внутренней стороны худи они везде  на майке  брюках и на полу  приходится чистить всю одежду после носки худи","Sentiment_Neutral"
"отличный сарафан большеват в районе грудивероятно запас на грудь у нас 1 девочка стройная  но это не беда подгоним по своей фигуре","Sentiment_Joy"
"пришли в размер  хорошее качество  ребёнку понравились","Sentiment_Positive"
"на рост 133 худенького мальчика размер 140 сел очень хорошокачество кофты хорошеетоненькая рекомендую","Sentiment_Joy, Sentiment_Positive"
"мне не понравилась куртка в плане материалов верх хлипкий тонкий мембрана не внушает доверия не зря фото с дырками выставляют купили др производителя и чуть дешевле даже вышло а внешне куртка симпатичная светится и на этом все","Sentiment_Positive"
"отличная кофта на ребёнке смотрится лучше чем на фото плотный трикотаж не просвечивает идёт в размер для школы на каждый день отлично закажем ещё этой марки","Sentiment_Positive"
"отличная куртка мех выглядит прилично мягкий качество на высоте","Sentiment_Positive"
"отличные джинсы резинка есть для регулировки в талии спасибо","Sentiment_Joy, Sentiment_Positive"
"рубашка хорошая размер соответствует","Sentiment_Positive"
"куртка супер качественная швы прошиты фурнитура вся на месте сыну понравилась","Sentiment_Joy, Sentiment_Positive"
"отличная платя","Sentiment_Positive"
"ткань хорошая но модель не подошла возврат","Sentiment_Positive"
"купила брюки 158 рост ману 12 лет очень понравились качество хорошее брюки совсем не тонкие отлично сели у ребенка среднее телосложение не сильно худой но и не пухлый по росту вообще все соответствует ткань хорошая соотношение ценакачество отличное рекомендую буду заказывать младшему сыну 8 лет","Sentiment_Joy, Sentiment_Positive"
"отличный свитшот но большемерит","Sentiment_Joy"
"размер не соответствует вообще очень сильно большемерит","Sentiment_Disappointment"
"сыну очень понравились хорошо сели для худых узкие в талии","Sentiment_Positive"
"отличный комплект заказываем уже второй","Sentiment_Joy"
"хороший комбез нравится что свободный не в облипку","Sentiment_Positive"
"костюм хороший ноштанишки очень длинные придётся сдать  пере заказал на размер меньшек покупке рекомендую","Sentiment_Joy, Sentiment_Positive"
"сам материал не очень приятный чувствуется синтетика но фасон и расцветка очень подошли дочке она в восторге","Sentiment_Joy"
"отличный тёплый комбинезон соответствует размер удобный смотрится красиво ребенок доволен","Sentiment_Joy"
"фасон супер из минусов после стирки сильно пилингуется как с лицевой стороны так и с изнанки и катышки от подкладки можно встретить по всей квартире размерная сетка совпадает на стройного мальчика получится сильный оверсайз","Sentiment_Joy"
"купили сыну на 4 5 года  приметила даже дочка 7 лет  и ему и ей хорошо  так что уверена  младшему хватит на 23 сезона точно  теплый  удобный  яркий комбез  купили 3 комбеза фирмы play today для троих детей специально для поездки в сочи на красную поляну  комбинезоны просто улёт  все продумано до мелочей идеальные  рекомендую  яркие  модные  тёплые","Sentiment_Joy, Sentiment_Positive"
"качественные брюки рекомендую","Sentiment_Joy"
"комбинезоны отличный  качество супер отказ изза размера  взяли на размер больше","Sentiment_Joy"
"школьный сарафанчик просто чудо крой очень удачный на полненькую девочку сел отлично с начало заказали 152смна девочку ростом 139см оказался великоват перезаказала на 146и прямо в точку спасибо производителю за красивый дизайн и удобство для наших девчонок","Sentiment_Joy, Sentiment_Positive"
"флис добротный  плотный  крой отличный  взяли","Sentiment_Joy"
"хорошая футболка ткань плотная в размер","Sentiment_Positive"
"крутые джинсы отличная удобная посадка советую","Sentiment_Positive"
"очень хороший комбинезон качественно сделан все продумано ребёнку тепло и удобно двигаться","Sentiment_Positive"
"куртка на весну на 8 лет взяла 9 размер как раз не большая не маленькая ребенку понравилась с пвз вышли в ней","Sentiment_Positive"
"блузочка супер мягкая приятная к телу дочь довольна","Sentiment_Joy"
"куртка отличная но имеется запах мне понравилась дочь выбрала другую а так все супер","Sentiment_Joy, Sentiment_Positive"
"отличный бомбер тёплый мягкий на рост 152 сел хорошоребёнок доволен но сильно лезет ворс с изнанкистирала уже 3 раза не помогаетвся рубашка в чёрном ворсеснимаю звезду","Sentiment_Joy, Sentiment_Positive"
"красивая уютная курточка ребенок в восторге снимать не захотела","Sentiment_Joy"
"классная толстовка хорошее качество","Sentiment_Positive"
"комбинезон очень классныйребенку очень понравился теплый удобный продавца рекамендую","Sentiment_Positive"
"хорошая куртка за эту цену но пришла с браком  порезана  перезаказали в надежде  что придет целая  зачем отправлять испорченный товар","Sentiment_Positive, Sentiment_Negative"
"отличные брюки в размер но очень длинные убирать довольно много приходится снизу","Sentiment_Positive"
"комбез хороший не угадала с размером поэтому отказ сшит хорошо","Sentiment_Positive"
"трусы не очень расцветки ужасные как отопревшие не понятно какого размера трусы в упаковке одни больше другие меньше качество пошива отвратительное поэтому отказ","Sentiment_Negative"
"хорошая качественная куртка дочери оказалась большая заказала меньший размер","Sentiment_Positive"
"костюм на 4 на вид красивый размер 8 на 128 хорошо сел с запасом в штанах и в рукавах но сзади куртка топорщится оставили но придется ушивать низ куртки в описании написано что куртка до 10 не думаю что даже в 5 в ней будет комфортно ребенку на позднюю осень с флисом под низ только так","Sentiment_Positive"
"отличная куртка теплая стильная и очень удобная ребенок доволен","Sentiment_Joy, Sentiment_Positive"
"отличная пижама крутая расцветка сын доволен","Sentiment_Joy, Sentiment_Positive"
"рукава красивые сама ткань не очень понравилась самой блузки и на рост 153 очень объёмная дочь в ней утонула","Sentiment_Positive"
"хорошая куртка очень тёплая ребёнок рост 122см села хорошо очень высокий ворот горло защищает хорошо от ветра","Sentiment_Positive"
"брюки огонь отлично садятся в меру заужены сзади резинка всё как надо очень понравились на рост 143 см пошёл отлично размер 14636 вот бы жакет под эти брюки найти подходящий","Sentiment_Joy, Sentiment_Positive"
"качество супер платье отличное не подошла длина поэтому возврат","Sentiment_Joy, Sentiment_Positive"
"спасибо большое футболка прекрасная","Sentiment_Joy"
"хорошие брюки качественная тканьсыну понравились","Sentiment_Positive"
"платье красивое нам очень понравилось","Sentiment_Positive"
"классная футболка как и всегда впрочем ребенок доволен","Sentiment_Joy, Sentiment_Positive"
"костюм очень понравилсятеплый на флисе ребенок в восторгеи качество хорошое","Sentiment_Joy, Sentiment_Positive"
"приятно удивило качество платья село отлично свободно но не мешком взяли 134 на фактический рост 130 девочка худенькая сделано хорошо блестки пришиты аккуратно бахрома тоже ничего не сыплется смотрится дорого покупкой очень довольны спасибо продавцу","Sentiment_Joy, Sentiment_Positive"
"как приятно когда купила куртку за смешные 600700 р куртка достаточно сильно шуршит гладится отпаривателем хорошо на первый взгляд молния качественная и крепкая но реьенок ещё не носил советую всё же брать еа размер больше изза длины рукавов","Sentiment_Joy, Sentiment_Positive"
"очень классный костюм купили за 4100 размер соответствует качество хорошее куртка удлинённая сзади штаны и рукава подвернули","Sentiment_Positive"
"отличная приятная на ощупь кофта бусинки на месте","Sentiment_Positive"
"ну вот и я наконец могу оставить отзыв получила комбинезон у нас рост 108 есть запас на весну надеюсь качество не подведёт внешне понравился","Sentiment_Positive, Sentiment_Negative"
"роскошный пуховик кому то очень повезет нам оказался впритык выбрали модель на размер больше и другого цвета но именно этот меня влюбил в себя  к фурнитуре особая слабость","Sentiment_Positive"
"качество страдает но сам фасон очень красивый пришел бракоторвана кнопка и сейчас в пвз не помечают брак поэтому будет плутать этот пуховик долго","Sentiment_Negative"
"брюки понравились вопервых размер подошёл у сына рост 181 талия 85 вовторых ткань хорошая в отличие от другой фирмы ничего не липнет пошив аккуратный по низу брючная лента цвет прислали серый в тонкую полоску полоска почти не заметна да и мне не критично","Sentiment_Positive"
"спасибо за быструю доставку отказ от 48 размера оказался великоват взяли 46 размер","Sentiment_Joy"
"колготки классные цвета яркие понравились ребёнку и мне рекомердую однозначно","Sentiment_Positive"
"заказывала размер 134140 пришла куртка 128 размераперезаказала ещё раз надеюсь придёт нужный размерпрошу поставщика быть внимательней тк вещь покупалась в подарок на новый годпо качеству нареканий нет всё отлично","Sentiment_Positive"
"отличные плотные штаны дешевле чем в самой глории","Sentiment_Positive"
"в принципе не плохой ростовка на 134 взяла 9134 есть запас ткань плотная","Sentiment_Disappointment"
"брала много брюк на выбор эти понравились больше всего большемуртинцы прилично на рост 134 взяла 128 и вот как сидит с запасом ткань шикарная не матовая чуть лоснится ничего не прилипает две снежинки стоит пометка  подходит для зимних видов спорта","Sentiment_Positive"
"костюм хорошийплотный  капюшон двойной на возраст 1 год и 2 месяца взяла 92 с запасом  убрала звезду потому что по поясу не качественно прошито фото 2 и 3 но возврат не стала делать руки есть  прошью","Sentiment_Positive"
"хорошая теплая куртка","Sentiment_Positive"
"отличный костюм качество очень хорошее не тонкий нам оказался велик перезаказ на меньший приличный вид","Sentiment_Joy, Sentiment_Positive"
"качество на высоте для удобства берите на размер больше к покупке однозначно рекомендую","Sentiment_Joy"
"куртка супер ребенок доволен рекомендую","Sentiment_Joy"
"классный свитер качество отличное","Sentiment_Positive"
"отличный ребёнку понравился стильный молочного цвета","Sentiment_Joy, Sentiment_Positive"
"крутые джинсыв магазине стоили на 1000 дорожевзяли тут","Sentiment_Positive"
"хорошая вещь мягкий пушистый приятный к телу ребенок доволен после стирки вещь в порядке цвет сохранился катышки не появились не растянулась","Sentiment_Joy, Sentiment_Positive"
"понравились но другие без косточек удобнее жаль когда я уже заказала цена понизилась","Sentiment_Disappointment, Sentiment_Positive"
"хорошая тельняшка приятная ткань и цена","Sentiment_Positive"
"спасибо за качество мягкие и при этом достаточно плотные джинсы все понравилось","Sentiment_Joy, Sentiment_Positive"
"отличные штанишки качественные аккуратненькие нитки не торчатмы довольны спасибо","Sentiment_Joy, Sentiment_Positive"
"платье пришёл мятым очень красивое на ребёнка сел хорошо даже с запасом но платье было разорван фатин очень расстроились поэтому отказ","Sentiment_Positive"
"нам пиджак очень понравился он  современно смотрится  свободно как бы оверсайс и в нем очень комфортно нигде не давит","Sentiment_Positive"
"ребёнок доволен говорит тепло","Sentiment_Joy"
"в размер дочке понравился удобный на фото пухленькая девочка 130 см","Sentiment_Positive"
"очень качественный пошив идёт размер в размерсоответствует фото","Sentiment_Positive"
"джемпер великоват но возвращать не стали очень понравился","Sentiment_Positive"
"это уже вторая пижамка данного производителя качество отменное спасибо большое","Sentiment_Joy"
"комбез супер взяли на размер побольше отлично сел штаны подгибаются ребенок двигается активно ничего не мешает движения не стесняет ребенок не потеет из за мембраны качество на высоте производителя рекомендую","Sentiment_Joy, Sentiment_Positive"
"все отлично только отсутствует хвостик на липучке на одном рукаве явный брак но wd не признал","Sentiment_Positive, Sentiment_Negative"
"уже покупали костюм демисезонный этой фирмы  очень крутой был  но этот расстроил  куртка размер в размер  ближе к маломерке а вот штаны  1 размер точно и длинные и на худенького ребёнка ткань именно на куртке вообще странная  тонкая и твёрдая как накрахмаленная это не 5000 мембрана  швы грубые где нитки входят дырки широкие куртка не на сибирские морозы  до 10 дотянет ли  а пододеть туда сложно рукава узкие  ребенок у меня худышка и прям в облипочку жаль фото не сделала спешила  3 звезды за то что не дорогой","Sentiment_Disappointment"
"купила ребёнку куртку это точно не reima там не пух точно а как будто синтепон и то не качественный очень расстроена","Sentiment_Positive"
"отличная пижама брала на пижамную вечеринку на новый год на 166 см взяла рост 170 мне показалось что на рост 160 материал толще чем на 160 брала 2 на выбор не линяет и тёплая","Sentiment_Positive"
"заказала два одинаковых себе черный дочке серый ей прислали хороший трехслойный мне однослойный теперь жду одобрения заявки на возврат и опять ожидание нового очень расстроена","Sentiment_Positive, Sentiment_Neutral"
"отсутствуют штрипки в целом неплохой но сильно большемер","Sentiment_Disappointment"
"отличный комбинезон уже не первый год одеваю детей в рейму радует что у производителя продуман запас на рост ребёнка6см качество на высоте рекомендую взяла размер 92 на ребёнка 91 запас есть комбез не висит есть регулировка в поясе","Sentiment_Joy"
