"text","labels"
"почитав отзывы о том что даже на худеньких пальто узкое заказа на рост дочери 132 размер 10140 надо было брать 9 до этого была приталенная модель и все сидело как влитое данное пальто широкое и на худеньких очень свободное на спинке я считаю что оно совсем не маломерит а идёт с запасом если ребёнок худой берите в размер так как и так будет запас выкупила но думаю оденем не в эту весну брака нет все отшито хорошо красивое","Theme_Product_Quality"
"очень хорошая качественная куртка очень красивый цвет очень хорошая верхняя ткань хорошо сшита но на нашего ребенка оказалась слишком велика поэтому возврат","Theme_Product, Theme_Returns_and_Exchanges"
"платье классное но большимерит нам134 большое прощу за возврат не снимать перезакладу на размер меньше","Theme_Returns_and_Exchanges"
"отличная пижама дочка довольна","Theme_Product"
"классный пуховик  на ощупь реально кажется тонковат  внутри утеплен флисом ткань нежная наполнитель тоже  цвет приятный дочь выбрала его  посмотрим как в морозы себя покажет","Theme_Product"
"куртка неплохая по качеству за такие деньги тёплая лёгкая и хорошо согревает в морозы до 3032  ребёнку пятый год размер 110 брали 116 чтобы была посвободнее была раньше куртка этой же фирмы покупала размер в размер но вещь смотрелась куцевато и давила в воротниковой части а эта сидит очень даже идеально свободная нигде не стесняет и не сдавливает и ребёнку очень комфортно и удобно расцветка такая же как на фото точь в точь переживала что из за расцветки будет смотреться так себе но одели штаны комбинезон цвета функции и шапку со снудом такого же цвета и вообще всё супер добавили яркости и куртка стала смотреться совсем по другому куртка в размер но лучше смотрится когда свободнее я не люблю тёплые вещи брать в притык так как ребёнку не удобно","Theme_Product, Theme_Product_Quality"
"цена явно завышено качество плохое торчат нитки вернула как брак на плече шов не прострочен виден синтепон 100 рублей за доставку сняли","Theme_Product_Quality, Theme_Price, Theme_Communication"
"красивый  наверное теплный но штаны разорвались не дождавшись весны прям по швуогорчена за такие деньги","Theme_Product"
"отлично все отказ в пользу другого цвета","Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"прекрасное качество и рубашка","Theme_Product_Quality"
"отличная куртка опушку с капюшона сняли на фото дочка рост 120 взяли размер 128 великовата но чтобы хватило еще на следующую зиму","Theme_Product"
"хорошее качество взяла размер 104 хотя futurino берём 98 и села отлично","Theme_Product_Quality"
"тёплый сыну понравился идёт в размер сын не худенькая размер 158 хорошо сел","Theme_Purchase_Experience"
"куртка просто супер отлично пошита очень тёплая красивая удобная за такую цену не ожидала такого качества рекомендую на 100 спасибо продавцу","Theme_Product, Theme_Product_Quality"
"большой отказ в пользу другого а так тоже хороший","Theme_Product, Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"добрый день костюм конечно классный качество отличное ноне поняла почему куртка становится снаружи влажной по швам и подмышками снаружи куртки видны влажные следы погода 1 ребёнок был одет легко лёгкий хб батник это ткань или в чем причина","Theme_Product, Theme_Product_Quality, Theme_Purchase_Experience"
"классная куртка на рост 122 взяла 146 размер сидит отлично хватит на два сезона","Theme_Product"
"отличный бомбер но для сына очень теплый оказался","Theme_Product"
"отличное качество размер соответствует","Theme_Product_Quality"
"хороший комбез сыну понравился в минус 12 вроде не замерз","Theme_Product, Theme_Purchase_Experience"
"отличная куртка подойдёт пухляшкам к сожалению ребёнок выбрал другую","Theme_Product"
"очень качественные достаточно плотные пояс спереди обыгран очень интересно смотрится нарядно отказ так как не угадали с размером по привычке взяли на размер больше и утонули в них не смотря на то что девочка полненькая эти брюки надо брать в размер уже перезаказала на размер меньше","Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"качество не такое как раньше до этой покупки относили два сезона костюм данного бренда светоотражающие элементы просто отклеились","Theme_Product_Quality, Theme_Marketing_and_Advertising"
"куртка отличнаякачество прекрасное на рост 138 взяли р146получилось с запасом сыну понравилось","Theme_Product, Theme_Product_Quality, Theme_Purchase_Experience"
"мне очень понравился костюм яркий качественный модный но выбирая между ним и другим костюмом дочь выбрала другой хотя мне больше понравился этот","Theme_Purchase_Experience"
"размер в размер запаса нет качество хорошее посмотрим как в носке","Theme_Product_Quality"
"замечательная кофточка для школы ажурная легкая пуговицы удобные","Theme_Communication"
"ткань колется ребёнку не понравилось а так симпатичная рубашка","Theme_Purchase_Experience"
"платье как на фото село прекрасно ничего не колется ниток не торчит очень красивое взади поясочек можно завязать на бантик и спереди и сзади ещё понравилось двойное плечико можно добавить ещё больше красоты в образ своей принцессе","Theme_Purchase_Experience"
"качество соответствует цене получен товар вовремя 1 сентября","Theme_Product, Theme_Product_Quality"
"пальто понравилось но выбор пал на другой фасон","Theme_Purchase_Experience"
"отличный ребёнок доволен","Theme_Product"
"дочке нравится цвет мне что можно его протереть тряпочкой хороший пуховик","Theme_Product"
"комбинезон хороший качественный но выбрали другую расцветку","Theme_Product"
"купила 2 за 492рубля отличные футболки цена порадовала но дороже врядли купила бы","Theme_Price"
"это никакая не мембрана ткань промокаетеслиб знала  не взяла бы в мокрый снег не носим только на сухую теплую осень расцветка размер все хорошо все подошло","Theme_Purchase_Experience"
"отличная куртка перезакажем","Theme_Product"
"возврат лишь потому что на 98 ростовку размер 98 больше на 23 размера перезакажу на зиму  конечно не потянет но хорошая демисезонная куртка до 0","Theme_Returns_and_Exchanges"
"отличный сарафан большеват в районе грудивероятно запас на грудь у нас 1 девочка стройная  но это не беда подгоним по своей фигуре","Theme_Product"
"куртка золотая села классно но отказ в пользу другой","Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"пришли в размер  хорошее качество  ребёнку понравились","Theme_Product_Quality"
"на рост 133 худенького мальчика размер 140 сел очень хорошокачество кофты хорошеетоненькая рекомендую","Theme_Product, Theme_Product_Quality"
"красивый очень теплый","Theme_Product"
"хорошие брюки зауженные без подклады отказ по длине запас но в талии не застегнулись","Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"мне не понравилась куртка в плане материалов верх хлипкий тонкий мембрана не внушает доверия не зря фото с дырками выставляют купили др производителя и чуть дешевле даже вышло а внешне куртка симпатичная светится и на этом все","Theme_Price"
"отличная кофта на ребёнке смотрится лучше чем на фото плотный трикотаж не просвечивает идёт в размер для школы на каждый день отлично закажем ещё этой марки","Theme_Product"
"отличная куртка мех выглядит прилично мягкий качество на высоте","Theme_Product, Theme_Product_Quality"
"на ребёнка 146 см худощавого телосложения подошёл размер 33 слегка просвечивает под жилет пиджак взяли бы но нужна была именно плотная концертная рубашка которую носить нужно без всякого верхнего слоя отказ","Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"отличная платя","Theme_Product"
"хорошие демисезонные штанишки носим уже месяц все прекрасно цена порадовала","Theme_Price"
"ткань хорошая но модель не подошла возврат","Theme_Returns_and_Exchanges"
"купила брюки 158 рост ману 12 лет очень понравились качество хорошее брюки совсем не тонкие отлично сели у ребенка среднее телосложение не сильно худой но и не пухлый по росту вообще все соответствует ткань хорошая соотношение ценакачество отличное рекомендую буду заказывать младшему сыну 8 лет","Theme_Product, Theme_Product_Quality, Theme_Price"
"отличный свитшот но большемерит","Theme_Product"
"зимний костюм очень тёплый и удобный  доставка быстрая","Theme_Delivery"
"отличный комплект заказываем уже второй","Theme_Product"
"хороший комбез нравится что свободный не в облипку","Theme_Product"
"костюм хороший ноштанишки очень длинные придётся сдать  пере заказал на размер меньшек покупке рекомендую","Theme_Product"
"отличный тёплый комбинезон соответствует размер удобный смотрится красиво ребенок доволен","Theme_Product"
"купили сыну на 4 5 года  приметила даже дочка 7 лет  и ему и ей хорошо  так что уверена  младшему хватит на 23 сезона точно  теплый  удобный  яркий комбез  купили 3 комбеза фирмы play today для троих детей специально для поездки в сочи на красную поляну  комбинезоны просто улёт  все продумано до мелочей идеальные  рекомендую  яркие  модные  тёплые","Theme_Product"
"качественные брюки рекомендую","Theme_Product"
"как в описании размер в размер довольна пришло быстро","Theme_Delivery"
"комбинезоны отличный  качество супер отказ изза размера  взяли на размер больше","Theme_Product, Theme_Product_Quality, Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"школьный сарафанчик просто чудо крой очень удачный на полненькую девочку сел отлично с начало заказали 152смна девочку ростом 139см оказался великоват перезаказала на 146и прямо в точку спасибо производителю за красивый дизайн и удобство для наших девчонок","Theme_Product"
"флис добротный  плотный  крой отличный  взяли","Theme_Product"
"классные но мы очень худые нужен ремень оставилив размер","Theme_Product"
"крутые джинсы отличная удобная посадка советую","Theme_Product, Theme_Purchase_Experience"
"очень хороший комбинезон качественно сделан все продумано ребёнку тепло и удобно двигаться","Theme_Product, Theme_Product_Quality"
"всё подошло в размер","Theme_Purchase_Experience"
"стильный пиджак на каждый день","Theme_Product"
"качество соответствует не подошла модель на нас  как на палке висит думаю  на плотненьких лучше будет смотреться","Theme_Product_Quality"
"куртка отличная но имеется запах мне понравилась дочь выбрала другую а так все супер","Theme_Product"
"отличный бомбер тёплый мягкий на рост 152 сел хорошоребёнок доволен но сильно лезет ворс с изнанкистирала уже 3 раза не помогаетвся рубашка в чёрном ворсеснимаю звезду","Theme_Product"
"классная толстовка хорошее качество","Theme_Product, Theme_Product_Quality"
"очень классные брюки сидят идеально","Theme_Product"
"комбинезон очень классныйребенку очень понравился теплый удобный продавца рекамендую","Theme_Product, Theme_Purchase_Experience"
"дочери очень нравится комбинезон носит его чаще остальной школьной формы но после первой стирки сломалась молния перед стиркой молнию застегнула пришлось нести в ателье  больше проблем с застёжкой не было недавно начали отрываться бретели  очень маленький припуск на швы в этом месте даже 5 миллиметров нет край бретели не обработан ткань распускается либо нам не повезло либо нарушена техника производства","Theme_Product_Quality"
"хорошая куртка за эту цену но пришла с браком  порезана  перезаказали в надежде  что придет целая  зачем отправлять испорченный товар","Theme_Product, Theme_Product_Quality"
"комбез хороший не угадала с размером поэтому отказ сшит хорошо","Theme_Product, Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"куртка очень теплая сшита аккуратно качество на высоте размер соответствует всем советую","Theme_Product, Theme_Product_Quality, Theme_Purchase_Experience"
"замечательный комбез в размер","Theme_Communication"
"трусы не очень расцветки ужасные как отопревшие не понятно какого размера трусы в упаковке одни больше другие меньше качество пошива отвратительное поэтому отказ","Theme_Product_Quality, Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"костюм на 4 на вид красивый размер 8 на 128 хорошо сел с запасом в штанах и в рукавах но сзади куртка топорщится оставили но придется ушивать низ куртки в описании написано что куртка до 10 не думаю что даже в 5 в ней будет комфортно ребенку на позднюю осень с флисом под низ только так","Theme_Product"
"отличная куртка теплая стильная и очень удобная ребенок доволен","Theme_Product"
"нитки торчат косо сшита да ещё маломерит","Theme_Communication"
"отличная пижама крутая расцветка сын доволен","Theme_Product"
"рукава красивые сама ткань не очень понравилась самой блузки и на рост 153 очень объёмная дочь в ней утонула","Theme_Product"
"качество супер платье отличное не подошла длина поэтому возврат","Theme_Product_Quality, Theme_Returns_and_Exchanges"
"платье красивое нам очень понравилось","Theme_Purchase_Experience"
"классная футболка как и всегда впрочем ребенок доволен","Theme_Product"
"костюм очень понравилсятеплый на флисе ребенок в восторгеи качество хорошое","Theme_Product_Quality, Theme_Purchase_Experience"
"прекрасное очень качественное платьесидит идеально ребёнку комфортновернула чтобы взять размер побольше на вырост","Theme_Product, Theme_Product_Quality"
"приятно удивило качество платья село отлично свободно но не мешком взяли 134 на фактический рост 130 девочка худенькая сделано хорошо блестки пришиты аккуратно бахрома тоже ничего не сыплется смотрится дорого покупкой очень довольны спасибо продавцу","Theme_Product, Theme_Product_Quality, Theme_Price"
"как приятно когда купила куртку за смешные 600700 р куртка достаточно сильно шуршит гладится отпаривателем хорошо на первый взгляд молния качественная и крепкая но реьенок ещё не носил советую всё же брать еа размер больше изза длины рукавов","Theme_Product, Theme_Purchase_Experience"
"очень классный костюм купили за 4100 размер соответствует качество хорошее куртка удлинённая сзади штаны и рукава подвернули","Theme_Product, Theme_Product_Quality"
"отличная приятная на ощупь кофта бусинки на месте","Theme_Product"
"ну вот и я наконец могу оставить отзыв получила комбинезон у нас рост 108 есть запас на весну надеюсь качество не подведёт внешне понравился","Theme_Product_Quality, Theme_Purchase_Experience"
"качество страдает но сам фасон очень красивый пришел бракоторвана кнопка и сейчас в пвз не помечают брак поэтому будет плутать этот пуховик долго","Theme_Product, Theme_Product_Quality"
"очень удобная теплая стильная не продувается","Theme_Product"
"спасибо за быструю доставку отказ от 48 размера оказался великоват взяли 46 размер","Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"колготки классные цвета яркие понравились ребёнку и мне рекомердую однозначно","Theme_Product"
"заказывала размер 134140 пришла куртка 128 размераперезаказала ещё раз надеюсь придёт нужный размерпрошу поставщика быть внимательней тк вещь покупалась в подарок на новый годпо качеству нареканий нет всё отлично","Theme_Product_Quality"
"отличные плотные штаны дешевле чем в самой глории","Theme_Price"
"в принципе не плохой ростовка на 134 взяла 9134 есть запас ткань плотная","Theme_Other"
"костюм хорошийплотный  капюшон двойной на возраст 1 год и 2 месяца взяла 92 с запасом  убрала звезду потому что по поясу не качественно прошито фото 2 и 3 но возврат не стала делать руки есть  прошью","Theme_Product, Theme_Product_Quality, Theme_Returns_and_Exchanges"
"отличный костюм качество очень хорошее не тонкий нам оказался велик перезаказ на меньший приличный вид","Theme_Product, Theme_Product_Quality"
"качество на высоте для удобства берите на размер больше к покупке однозначно рекомендую","Theme_Product, Theme_Product_Quality"
"прислали не те брюки поэтому отказ буду перезаказывать","Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"куртка супер ребенок доволен рекомендую","Theme_Product"
"к сожалению отказ непонятно на какое телосложение наверно на крупного мальчика","Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"классный свитер качество отличное","Theme_Product, Theme_Product_Quality"
"отличный ребёнку понравился стильный молочного цвета","Theme_Product, Theme_Purchase_Experience"
"крутые джинсыв магазине стоили на 1000 дорожевзяли тут","Theme_Price, Theme_Offline_Store"
"понравились но другие без косточек удобнее жаль когда я уже заказала цена понизилась","Theme_Price"
"хорошая тельняшка приятная ткань и цена","Theme_Price"
"спасибо за качество мягкие и при этом достаточно плотные джинсы все понравилось","Theme_Product_Quality, Theme_Purchase_Experience"
"отличные штанишки качественные аккуратненькие нитки не торчатмы довольны спасибо","Theme_Communication"
"костюм классный такая модная расцветказа такие деньги  вообще подарок","Theme_Product"
"платье пришёл мятым очень красивое на ребёнка сел хорошо даже с запасом но платье было разорван фатин очень расстроились поэтому отказ","Theme_Purchase_Experience, Theme_Returns_and_Exchanges"
"нам пиджак очень понравился он  современно смотрится  свободно как бы оверсайс и в нем очень комфортно нигде не давит","Theme_Product, Theme_Purchase_Experience"
"в размер дочке понравился удобный на фото пухленькая девочка 130 см","Theme_Purchase_Experience"
"джемпер великоват но возвращать не стали очень понравился","Theme_Purchase_Experience"
"это уже вторая пижамка данного производителя качество отменное спасибо большое","Theme_Product_Quality"
"комбез супер взяли на размер побольше отлично сел штаны подгибаются ребенок двигается активно ничего не мешает движения не стесняет ребенок не потеет из за мембраны качество на высоте производителя рекомендую","Theme_Product, Theme_Product_Quality"
"все отлично только отсутствует хвостик на липучке на одном рукаве явный брак но wd не признал","Theme_Product, Theme_Product_Quality"
"уже покупали костюм демисезонный этой фирмы  очень крутой был  но этот расстроил  куртка размер в размер  ближе к маломерке а вот штаны  1 размер точно и длинные и на худенького ребёнка ткань именно на куртке вообще странная  тонкая и твёрдая как накрахмаленная это не 5000 мембрана  швы грубые где нитки входят дырки широкие куртка не на сибирские морозы  до 10 дотянет ли  а пододеть туда сложно рукава узкие  ребенок у меня худышка и прям в облипочку жаль фото не сделала спешила  3 звезды за то что не дорогой","Theme_Product, Theme_Purchase_Experience, Theme_Price"
"отличная пижама брала на пижамную вечеринку на новый год на 166 см взяла рост 170 мне показалось что на рост 160 материал толще чем на 160 брала 2 на выбор не линяет и тёплая","Theme_Product"
"заказала два одинаковых себе черный дочке серый ей прислали хороший трехслойный мне однослойный теперь жду одобрения заявки на возврат и опять ожидание нового очень расстроена","Theme_Product, Theme_Returns_and_Exchanges"
"отсутствуют штрипки в целом неплохой но сильно большемер","Theme_Other"
"отличный комбинезон уже не первый год одеваю детей в рейму радует что у производителя продуман запас на рост ребёнка6см качество на высоте рекомендую взяла размер 92 на ребёнка 91 запас есть комбез не висит есть регулировка в поясе","Theme_Product, Theme_Product_Quality"
"классный костюм качество и посадка супер спасибо производителю все обрадовало","Theme_Product, Theme_Product_Quality"
"классная легкая курточка на рост 152 отлично села","Theme_Product"
"классные штаны дочка в восторге","Theme_Product"
"вживую куртка очень красивая и очень идет девочкам хоть я и не люблю аляпистые цветы но здесь всё очень красиво куртка идет в размер плюс несколько см на запас она не очень длинная меня удивило насколько она легкая по весу сама она теплая зимняя на капюшоне нет меха капюшон отличный глубокий теплый пристегнут к куртке четырьмя кнопками ткань куртки водоотталкивающая шуршит есть ветрозащитный клапан поверх замка замок застегивается легко ворот не болтается плотно прилегает к телу ребенка мягкий отделанный флисом рукава просто на резинке флисовой манжеты нет мне очень понравилась рекомендую","Theme_Product, Theme_Purchase_Experience"
"куртка замечательная качество","Theme_Product_Quality, Theme_Communication"
"свитер вообще  сыну очень понравился  брала по скидке за 1200 с копейками","Theme_Purchase_Experience"
"все отлично быстрая доставка размер соответствует","Theme_Delivery"
