"text","labels"
"свитер отличный мягкий и теплый но как так можно упаковывать товары третий раз приобретаю онлайн вещи вашего бренда сейчас через вайлдбериз до этого через другие магазины и каждый раз вещи приходят грязные неужели нельзя в более плотные пакеты упаковывать пакеты все драные приходят вещи из них просто вываливаются и пачкаются пока пятно на спине свитера отстирать не удалось","Онлайн покупка, Офлайн покупка"
"хорошая кофточка понравилась рост ребёнка 96 но нам оказалась очень большая рукава заворачивать придётся намного пришлось отказаться качество хорошее хотим перезаказать","Онлайн покупка"
"отличное качество интересная модель возврат на обмен меньшего размера","Послепродажное обслуживание"
"отвратительный свитер никому не советую выброшенные деньги качество настолько ужасное что я шокирована одели два раза при этом не согласны делать возврат даже одну звезду не заслуживает","Послепродажное обслуживание"
"качество хорошее резинка тоже заказа два размера 23 года и 34 одинаковые по длине и ширине на девочку 2 5 года хорошо мела не жмет длина по колено","Онлайн покупка"
"комбензон понравился  можно было и побольше размер заказать  выкупила 104 спасибо","Онлайн покупка"
"куртка понравилась всё соответствует описанию заказывала рост 152дочка ростом 140сидит хорошо не много на вырост думаю нужно брать на размер побольше","Онлайн покупка"
"хороший комбинезон но прислали по факту на вшитом ярлыке 1218 мес а заказан был размер 98","Онлайн покупка"
"качество отличное уже 2 куртка этой фирмы первую брала в мазе искала точно такую же так как ребёнок носит второй сезон без проблем валяется на горке и не мерзнет эта тоже по этикеткам отшита по заказу мазы","Онлайн покупка"
"как всегда отлично брюки с большим запасом по длине на 126 заказала размер 134  надеюсь что хватит на следующий сезон","Онлайн покупка"
"у нас рост 114  решили взять 122  дочь в куртке утонула  будем перезаказывать когда цена упадет  сама куртка аккуратно сшита","Онлайн покупка"
"куртка не понравиласьшвы ужасные исчеркано ручкой в нескольких местах и просвечивает наполнительи заявку на брак не оформить потому что я её не выкупила но за возврат почему то должна платить","Послепродажное обслуживание"
"свитер замечательный но затяжка на спипе возврат перещаказала","Послепродажное обслуживание"
"совершенно не соответствуют заявленному размеру на фото джинсы для сравнения тот же 146 размер и та же фирма просто катастрофа в талии очень широкие в длину огромные даже не знаю на сколько меньше надо заказывать размер по качеству ткани претензий нет","Онлайн покупка"
"качество супер был подобный этого же производителя на рост 134 заказала размер 134140 ребëнок утонул очень жаль цвет не соответствует в реальности серо зелёный","Онлайн покупка"
"жакет хорошийно пришло два размера 164 заказывала 164 и 170","Онлайн покупка"
"отличное качество и пошив возврат по причине выбора другой модели тоже конечно же данного производителя","Послепродажное обслуживание"
"второй раз заказываю такую пижаму сменила только расцветку качество отличное спасибо производителю","Онлайн покупка"
"маломерит именно куртка у меня девочки двойняшки одна похудее вторая поплотнее не подошла даже худенькой куртка неудобная рукав непонятно пришит мы носим комбинезон этой фирмы он отличный с этим комплектом не сравнить отказ и возврат","Послепродажное обслуживание"
"куртка понравилась очень тёплая в помещении ребёнок сказал очень жарко хорошие молнии кнопки есть внутренний карман также есть внутренняя застёжка на молнии от чего будет ещё теплее тёплый капюшон единственное показалась тяжеловата если комуто это принципиальный вопрос","Анкеты"
"всё супер кигуруми отличного качества нитки не торчат молния исправно работает очень мягкий уютный ребёнок в восторге большое спасибо","Чат-бот"
"очень хорошее платье качество отличное но нам широко в талии и бедрах попробуем заказать размер меньше","Онлайн покупка"
"в магазине мерили 152 сидели отлично решили заказать тут тк дешевле в итоге пришёл тот размер но маленькиене знаю с чем это связано дочь расстроилась","Онлайн покупка, Офлайн покупка"
"отличные футболки заказала старшему и младшему в школу и сад для физры брала на размер больше на 146 взяла 152 а на 116 взяла 122 не прогадала","Онлайн покупка"
"мало мерит возврат","Послепродажное обслуживание"
"куртка очень хорошая но к сожалению не подошла возврат","Послепродажное обслуживание"
"маломерка на рост 132 заказала размер 146 оказалась прям в самую пору возможно 152 был бы с запасом на следующий год но ребёнок выбрал другую куртку поэтому перезаказывать не было смысла сама куртка понравилась качественно пошита в меру плотная красивая яркая в сугробах ребенка не потеряешь","Онлайн покупка"
"куртка классная  даже себе такую захотела  в орби магазинах то же самое качество  но в 2 раза дороже сравнила специально спасибо продавцу","Офлайн покупка"
"красивый костюм заказала еще себе","Онлайн покупка"
"маломерки возврат","Послепродажное обслуживание"
"джинсы отличные  сели очень хорошо но как писали выше в талии очень узкие застегнуть не смогли несмотря на то что заказали на размер больше","Онлайн покупка"
"товар пришел не той фирмы заявлено acoola а пришло playtoday заказала размер 146 на бумажной этикетке 146 а на самих джинсах 134 в итоге 134 и есть на ребенке эта ростовка до середины щиколотки","Онлайн покупка"
"внешне куртка понравилась но пришёл не тот размер вместо 140 пришёл 128 ребёнок расстроился будьте внимательнее при сборке заказа не стала снимать звезды изза ошибки сборщиков но изза их ошибки списали 50 руб","Онлайн покупка"
"школьный сарафанчик просто чудо крой очень удачный на полненькую девочку сел отлично с начало заказали 152смна девочку ростом 139см оказался великоват перезаказала на 146и прямо в точку спасибо производителю за красивый дизайн и удобство для наших девчонок","Онлайн покупка"
"она шикарная во всех смыслах да немного большимерит но изза регулировки манжетов на запястии этот вопрос решается хватит и на весну","Анкеты"
"куртку заказали как тёплую но оказалась очень тонкая только начало осени даже весеннее пришлось отказаться а так куртка симпатичная","Онлайн покупка"
"хороший пуховик проблема с молнией постоянно попадает ткань промахнулась с размером поэтому возврат изза молнии заказала другой вариант","Онлайн покупка, Послепродажное обслуживание"
"хорошие брюки купили на валдбирисе за 60 руб хотя вся школьная форма в магазинах на распродажах стоит дешевле главное дождаться конца августа","Офлайн покупка, Продажи, Анкеты"
"на рост 130 6 лет заказала 134 оказались большими в длине оставила на вырост кстати если подвернуть то смотрится нормально качество очень понравилось в талии сидит хорошо есть резинка которая не даёт сползти джинсам посадка джинс высокая в общем я довольна","Онлайн покупка"
"куртка суперно маломерит на рост 110  рост 116 маленький заказали 122","Онлайн покупка"
"красивые колготки качество супер будем ещё заказывать","Онлайн покупка"
"пришла только куртка брюк не было в комплекте также вместо 134 размера пришёл 128 прошу не учитывать возврат перезаказала нужный размер","Онлайн покупка, Послепродажное обслуживание"
"прекрасная куртка но к сожалению маловат на рост 158 поэтому отказ в пользу другой модели рекомендую к заказу на размер больше","Онлайн покупка"
"хороший комбинезон размеру соответствуетзаберал сын подросток не проверил на пвз выкупили очень расстроились дома пришел с пятном от маркера на груди в рваном пакете перемотанном скотчем несколько раз это скорее вопрос к складу перезакажу надеюсь в пункте выдачи примут возврат","Послепродажное обслуживание, Анкеты"
"отличная куртка ткань и пошив очень качественный на рукавах манжеты дополнительный утепленный ворот шарф не нужен единственный минус это мех как то не продуманно он прикреплен лезет и щекотит лицо  мы его уберем размер на рост 128 на худенького сначала заказала 134 оказалась просто огромная  перезаказали 128 села отлично","Онлайн покупка"
"спасибо магазину как всегда радует","Офлайн покупка"
"сначала была отмена магазином якобы повредился товар в итоге пришла не бежевая а темносиняя куртка ну и зачем так делать","Офлайн покупка"
"всё по размеру как хотели и очень быстро пришёл заказ спасибо ребята за отличную работу","Онлайн покупка, Чат-бот"
"видела в магазине но не было размера а тут увидела и взяла не раздумывая мне нравится и цвет и ткань на погоду ближе к лету в живую цвет ярче и приятнее чем на фото мягкая внутри","Офлайн покупка"
"качество хорошее  но очень большемерит в талии  рост 160  46 кг талия 60  заказала на рост 146 вообще и всё равно в талии большие печально","Онлайн покупка"
"очень красивый просто большойя чут по этому возврат","Послепродажное обслуживание"
"комбинезон не понравился очень тонкая ткань мембраны совсем не чувствуется на 105 заказала 110 будет мешком висеть у ног не рекомендую","Онлайн покупка"
"хорошая курткана рост 140 заказывала размер 152подошла отлично лишь немного длинноваты рукава","Онлайн покупка"
"отличная футболка не знаю почему все пытаются отстирать эти отметкимаркера они отлично убираются горячим паром но производителю минус за недоработку","Чат-бот"
"хорошие отказ заказала на размер больше","Онлайн покупка"
"качество отличное доставка быстрая","Онлайн покупка"
"3 года рост 98 размер 98 хорошо сел любим очень рейму жаль только утяжки нет на талии предыдущие комбезы наши от реймы все были с утяжками и силиконовыми штрипками тут резинка чёрная но ничего страшного носим с удовольствием уже катались по мокрым горкам плюхались в лужу всё супер дочь всегда приходит сухая и теплая цвет указан красный но мальчикам не подойдёт отдаёт в розовый цена упала брала дороже на 500 р заказывайте смело рекомендуем были отзывы что очень маломерит это не так соответствует размеру","Онлайн покупка"
"по качеству пиджак хороший пошив замечательный нам оказался велик потому возврат","Послепродажное обслуживание"
"та же история заказала 2 размера 98 и 104 чтобы выбрать пришли 98 и 134оставила обе подошло старшей дочери если не учитывать путаницу с неверно вложенными размерами то хорошая на лето","Онлайн покупка"
"качество бюстгальтера хорошее но разницы между размерами 60 аа и 65 аа нет никакой из за этого возврат зачем нам два одинаковых размера деньги за возврат сняли","Послепродажное обслуживание"
"блузка супер  но мы не угадали с размером  перезаказали на размер меньше  советую к покупке","Онлайн покупка"
"и правда отличается от магазина  совершенно другая ткань  и берут сомнения что он теплый  бирок с содержанием утеплителя нет сомневаюсь что это оригинал","Офлайн покупка"
"покупаю уже не первый год в том числе и на валдберрисэтой фирмы куртки комбинезоны всегда шли 6 но не в этот раз беру на вырост на следующий год дочери заказала в очередной раз комбинезон вот он 6 а вот куртка точно такая же как прошлогодняя вот прямо положила одну на другую и запаса нет в том году брала 134 а в этом 140 да и качество правда хуже попробую перезаказать на другую модель может повезёт","Онлайн покупка"
"очень красивый джемперок большемерит на 12 размера заказывайте несколько на примерку","Онлайн покупка"
"нет регулятора объёма в поясе ранее были две пуговички это очень удобно поэтому возвратв описании не указано что нет регулятора приходится оплачивать возврат очень не правильно","Послепродажное обслуживание"
"размер 100 сел с запасом детям 3х лет заказывала по скидке за 700р для этой цены хорошие костюмчики немного нитки торчат молния слабая но прикольные на сколько хватит цена 1300р для них явно завышена","Онлайн покупка"
"соответствует описанию на рост 160 заказали 158 всё отлично подошло в минус 40 не холодно после стирки не теряет форму рекомендую","Онлайн покупка"
"хороший мягкий ребенку очень комфортно заказала два размера 146 и 152 см сравнить какой лучше сядет в итоге пришло два свитшота и оба 152  великовато оказалось от одного отказалась второй все таки оставила тк если откажусь от обеих вещей то снимут дважды по 75 руб пускай лежит на вырост параметры ребенка примерно 959595 см рост 140 думаю 146 все таки был бы лучше но заказывать не стала 146  опять что то перепутают а по отзывам это уже не впервые а мне плати за возвраты сняла за это звезду","Онлайн покупка, Послепродажное обслуживание"
"вместо заказанного 134 пришла куртка 128","Онлайн покупка"
"спасибо за костюм но с доставкой мы пролетели заказывали к 30 декабря и костюм к этой дате был на пункте выдачи но увы не успевали разобрать товар ребята мы уезжали туда где снег по пояс костюм забрали только что как раз когда уже вернулись домой костюм отличный по качеству и расцветке обидно что очень долго не могли коробки разобрать знаю что многие скажут нужно было раньше заказывать но на рост сына не было комбинезона раньше по этому заказать получилось в начале декабря","Онлайн покупка"
"отличная юбка брала на рост ребенка 134 см в талии села идеально и длина такая как и ожидала от юбкимакси ткань очень приятная на ощупь мягкая это не дешёвый габардин и очень удобно что есть кармашки спасибо бренду смена за такую качественную работу","Чат-бот"
"есть у меня сомнения в оригинальности этой куртки купила одну в спортмастере ту которая ярче затем увидела что здесь цена ниже и заказала куртка купленная на wb намного тоньше легче наполнитель не такой объемный пошив отличается конечно возврат куртки купленной здесь","Онлайн покупка, Послепродажное обслуживание"
"возврат тк пришло с вырванной нижней кнопкой в остальном пальто лёгкое цвет бордовый красивыйотличный глубокий капюшон с красивым натуральным мехом карманы на кнопках","Послепродажное обслуживание"
"прислали брюки серого цвета хотя были заказаны синие","Онлайн покупка"
"в том году покупали эти брюки все отличнов этом году заказала на размер больше но с той же ростовкой в итоге брюки короче чем прошлогодние","Онлайн покупка"
"заказывали костюм строго по таблице размеров пришёл просто огромный очень расстроились","Онлайн покупка"
"не для худеньких дочь утонула очень широкое в талии можно дважды обернуть попробую заказать на размер меньше но переживаю за длину рукава и посадку пояса","Онлайн покупка"
"отказ очень большая на рост 128 заказала по размерной сетки 134 качество вроде неплохое","Онлайн покупка"
"прислали совершенно не ту вещь  и не того размера  а за возврат 50 р списали  отлично  супер","Послепродажное обслуживание"
"сама брюки отличный  размером ошиблись буду перезаказывать","Онлайн покупка"
"комбинезон классный но делаю возврат не угадала с размером","Послепродажное обслуживание"
"добрый день приобретала жакет внучке для школы размер 38152 рост подошел а по объемам мал очень сожалею так как вещь достойного качества и цена устроила придется сделать возврат","Послепродажное обслуживание"
"пришла другая куртка другого размера заказываю третий раз одна не подошла по размеру заказали другую пришлас рарезом на груди но отзыв уже не давал написать заказали третью пришла другого цвета но думаю возьму а она ещё и другого размера заказала снова собирите пожалуйста нормально заказ","Онлайн покупка"
"платья пришло хорошего качество без бракаочень стильное доча восторгена рост 142 заказали размер 36","Онлайн покупка"
"пришел исписанный черным перманентным маркером поэтому возврат пуховик очень хороший буду писать в тех поддержку чтоб не требовали деньги за возврат","Послепродажное обслуживание"
"дешовая куртка на межсезонье качество оставляет желать лучшего верхняя ткань очень тонкая у одной дочери есть такая синего цвета заказали второй дочери верхняя ткань ещё тоньше чем в синей есть подозрение что это подделка поэтому отказ на сибирскую зиму точно не годится носим только в межсезонье","Онлайн покупка"
"покупала девочкам на нг очень они хотели именно эту в магазине висела за 1649 руб здесь заказала за 760 очень широкая резинка на талии пришлось с каждой стороны см 8 ушивать колени на второй день вытянулись попа висит и краска стерлась знала что так будет готова была к этому но дети счастливы очень не хотели платья одевать в новогоднюю ночь","Онлайн покупка, Офлайн покупка"
"красота заказала размер меньше еще","Онлайн покупка"
"влюбились в эти джинсы они невероятно удлиняют ножки и формируют силуэт но с размером я запуталась сначала мерили 140 на рост 138 были прилично длинны как и хотелось тогда я решила заказать размер 146 чтобы ещё подлиннее были на следующее лето сейчас носить некуда и вот 146 сидит так же как 140 даже короче кажутся неужели 152 надо на стройной тонконогой девочке в талии сильно широки под ремень но все что ниже сидит идеально по бёдрам и ногам для девочек который хотят выглядеть постарше","Онлайн покупка"
"комбинезон отличный сделала возврат только потому что оставили предпочтения за другой моделью прошу не снимать процент выкупа","Послепродажное обслуживание"
"классное пальто тёплое длинное дочке понравилось доставка быстрая спасибо","Онлайн покупка"
"качество отличное но дочь сказала что давит в рукавахрост ее 156 сама худенькая пуховик очень понравился заказали на размер больше","Онлайн покупка"
"ветровка супер заказывайте на размер больше","Онлайн покупка"
"очень красивый жилет понравился но в размере перестаралась заказывала дочке 44 размер на ростовку 164 по росту подошла пришлось перезаказать на меньше но этот жилет оставила на вырост спасибо wb","Онлайн покупка"
"добрый день вчера заказали а сегодня уже забрали супер комбинезон плотный по наполнителю хорошая  плотная ткань не продуваемая как раз сейчас хороший минус на улице и мы сразу его решили испытать ребенок доволен ему тепло и очень понравилась расцветка сразу же испытал его  скатившись с горки по росту брали с запасом и есть вариант аккуратно подвернуть брюки с внутренней стороны по спинке и попе утепление флисом очень понравилось посмотрим как дальше будет в носке спасибо большое","Онлайн покупка"
"очень хорошие трусики заказываем всегда именно этой фирмы","Онлайн покупка"
"нам не подошло по размеру поэтому не выкупили платье оставило очень хорошее впечатление отличная ткань интересный фасон смотрится хорошо если девочка не полная можно смело заказывать для школы","Онлайн покупка"
"куртка оказалась нам широка а рукава тык в притык на следующий год не подойдёт сверху материал мягкий смотрится как рабочая форма другой цвет может и смотрелся бы по другому","Анкеты"
"куртка хорошая теплая очень красивая видно что сделано с заботой и любовью но мы не выкупили очень большая и теплая не ожидали что настолько для юга слишком очень много утеплителя","Чат-бот"
"качество прекрасное  исполнение тоже но длина рукава к сожалению остановила нас от покупкизаказывали этот размер в этой же фирме и сел идеально  а тут нет  поэтому отказ на рост 125 размер 12260 рукава длинные","Онлайн покупка"
"отличная куртка без запаха замок работает отлично длинноват немножко но это же пальто","Чат-бот"
"размер 134 на рост 128 впритык заказала на размер больше","Онлайн покупка"
"прекрасная водолазка у нас в школе форма и ограничены цвета  серый идеально вписался","Анкеты"
"отличные заказали еще","Онлайн покупка"
"классная куртка теплая очень хорошо прошита села отлично размер у ребёнка 146 заказала 152 чуть на выростзаказывайте не пожалеете","Онлайн покупка"
"хорошая курточка качественная только фасон такой  что длина куртки короткая на рост 128 размер 128 еле прикрывает попу заказали побольше если рукава не будут очень длинные возьмём","Онлайн покупка"
"перезаказ 158 большой оказался а так качество огонь внешне тоже отлично ждем с нетерпением наш размер","Онлайн покупка"
"отличное качество рост мальчика 124 брали 128если есть желание на вырост то 130 подойдет пришёл заказ быстро рекомендую не дорого","Онлайн покупка"
"новый вид обмана заказала размер 152 на кофте этикетка одна 152 а по факту пришита бирка 122 верните пожалуйста 50 рублей","Онлайн покупка"
"очень красивая вещь сидит прекрасно сын плотный рост 150 вес 50 кг в размере 158 утонул в талии  30 см визуально перезаказали сфоткать не успела смеялись как велика","Онлайн покупка"
"гуливер разочаровал окончательно выглядит отвратительно так пришить рукава может двоечница пту может конечно на вб пихают то что в магазин стыдно повесить но для марки это странно жёсткий замок упирается в подборок ребёнку цена ей 2к в прошлом году носили вашу куртку бежевого цвета с рисунком под газету стала мала с удовольствием бы взяли её же на два размера больше но их нет в магазине нам сказали гуливер не повторяется может зря из нового мы не смогли на эту зиму подобрать ничего то какието фасоны до колен с короткими рукавами то всё блестит как дешевка и стоит колом на морозе жаль мало красивой и качественной детской одежды в рф у нас был гуливер но видимо был","Офлайн покупка"
"прошит хорошо молнии все работают отлично а самое главное ребенку очень понравился комбинезон удобный на прогулках в 20 гуляли ребенку тепло  читала отзывы о том что большемерит при нашем росте 100 см взяла 104 думаю на след зиму тоже хватит классно что есть подвороты на штанинах и рукавах брала за 4300 отличная цена","Чат-бот"
"очуменые колготки правда мы заказали не тот размер  и то оставимна выростзаказали еще одни поменьше а еще положили подарочек  спасибо большое продавцу на фото подарочек","Онлайн покупка"
"отличный костюм брюки с мягким флисом внутри куртка с подкладом из хб ткани брюки маломерки я заказала 116 на 110 размер","Онлайн покупка"
"отличная блузка на кнопках рисунок милый к качеству вопросов нет на рост 134 взяли размер 140","Анкеты"
