"text","labels"
"тонковаты для зимы ткань не очень понравилась подозреваю будут быстро зацепки и катышки все к ним липнетиз плюсов ткань мягкая и тянется дочке очень понравился фасон брюкцена считаю завышеназа 800 может и оставила бы","Позитивные"
"джемпер хороший качественный рекомендуем","Позитивные"
"хороший классный бомпер","Позитивные"
"отличные штаны толстые на рост 151 подошел 146","Позитивные"
"качество низкое от куртки исходит сильный химический запах ткань неприятная на ощупь много где торчат нитки и на рост 135 нормального телосложения размер 140 оказался мал рукава коротки узки в локтях при сгибе есть зимняя парка премонт размер такой же 140  она совсем иного качества очень хорошая из достоинств  только светоотражающий узор на куртке","Позитивные,Нейтральные"
"юбка отличная лучшая покупка из школьных вещей","Позитивные"
"хорошие брюки по размеру хорошо подошли рост ребенка 160 спасибо","Радость,Позитивные"
"отлично все подошлл","Позитивные"
"хорошая куртка для полненьких детей очень хороший вариант","Позитивные"
"курткавообще у фирмы все куртки выбирали из 4 расцветок выбор пал на эту яркая подойдёт ко всему изза того что разноцветная в манжете есть отверстие для большого пальца подойдёт для крепких мальчишек не могу сказать что большемерит тк на рост 160 брали 164170 с запасом на следующий год поэтому нам широковата зато пододеть можно будет на более холодную погоду подкладка флис сверху однозначно рекомендую","Радость"
"сразу понравились джоггеры взяли не раздумывая оба размера 146 и 152 на вырост рост ребенка 140","Позитивные"
"сказать честно полное разочарование не ожидала что в этом бренде может быть такое качество ткани плотное хорошее претензий нет но в остальном полный провал платье и так впереди короткое так и кнопки заканчиваются очень рано как не крутилась дочь ну совсем не зашло цена сильно завышена","Разочарование,Удивление,Позитивные,Негативные,Нейтральные"
"штаны понравились  я бы не сказала что большемерят почти размер в размер  ну есть небольшой запас","Позитивные"
"заказывала комбинезон как не первом фото отличный тоненький лёгкий с флиской будет супер не подошёл размер на плотного мальчика нудно на рр по большей по этому отказ а так классный","Радость"
"очень теплый костюм на рост 140 размер 10 отлично","Позитивные"
"очень теплое и красивое зимнее пальто на девочку ростом 135см купила пальто размером 140 большемерит внутри кулиска чтоб было тепло  есть внутренний кармашек капюшон теплый глубокий рукава внутри с манжетами длина пальто на моей дочери чуть ниже колена чего и хотели цвет чернильный с серебрянной голографической вставкой в районе груди она же служит светоотражателем очень эффектно смотрится пальтишко рекомендую","Радость"
"рубашка супер ткань приятная гладится отлично приобрету еще","Радость,Позитивные"
"товар понравился","Позитивные"
"куртка классная ребёнок доволен сразу одела и пошла хватит на два года точно вроде не выглядет большая и как раз и с запасом спасибо","Радость,Позитивные"
"куртка понравилась но пришлось вернуть т к оказалась велика заказали меньший размер рост у сына 162 размер 164 сильно велик особенно рукава и в плечах","Позитивные"
"очень хорошая добротная юбкаи соответствует размеру","Позитивные"
"без претензий классная","Позитивные"
"брюки отличные очень удобные","Позитивные"
"хорошее стирала не сел ни катышков","Позитивные"
"на рост 122 взяла 128 с запасом на следующую зиму куртка понравилась добротная стильная думаю очень теплая сыну расцветка понравилась выглядит супер цена конечно не особо приятная но за такое качество мне не жалко","Радость,Позитивные"
"отличная куртка троечку ну прям не знаю ребёнок доволен нет никаких торчащиз ниток колом не стоит","Радость,Позитивные"
"классная рубашка приятная ткань на 146 146 идеально сел","Позитивные"
"отличные джинсы сели идеально","Позитивные"
"куртка отличная ошиблась с размером поэтому отказ","Позитивные"
"мне понравилась куртка не тонкая как писали на пухленьких","Позитивные"
"отличное качество куртки все понравилось","Позитивные"
"второй сезон носим выглядит отлично до сих пор очень тёплый ни разу ребёнок не замёрз и не промок на шее застегивается только очень туго шарф если внутрь одевать бывает не очень удобно тут скорее снуд подойдёт который поверх одевается но это мелочи комбез очень рекомендую","Радость,Позитивные"
"курточка понравилась хороша садится отличнл","Позитивные"
"хорошее пальто размер велик взяли другое","Позитивные"
"на лицевой стороне очень много затяжек поэтому возврат по браку а так пальто хорошее","Позитивные,Негативные"
"как всегда все отлично","Позитивные"
"куртка полностью соответсвует описанию сын доволен","Радость"
"хороший костюм идёт в размер брюки оказались узковаты отказ","Позитивные"
"качество хорошее но размер наш но очень большаярешили взять на вырост","Позитивные"
"на первый взгляд куртка понравилась а как будет она будет вести себя в процессе носки время покажет капюшон удачный да материал немного шуршит но не критично","Позитивные"
"пуховик отличный выглядит очень красиво хорошая надёжная молния рукава узковаты правда плотная резинка","Радость,Позитивные"
"платье хорошее пышное ну не подошло размер очень жалко","Позитивные"
"отличная куртка как всегда у reima демисезонный вариант 140 грамм ну или еврозима можно назвать можно на 1 сентября надеть если оно будет таким же холодным как в том году 2239 выбор в пользу другой аналогичной модели по характеристикам исключительно из личных предпочтений","Позитивные"
"хорошая куртка толстенькая видно тëплая она длинная как пальто ребëнок оценил карманы на моего ребёнка оказалось большевата идëт в размер","Позитивные"
"платье классное лёгкое на лето на рост 152 взяли 152 тютелька в тютельку на 158 не красиво смотрелось жалко небыло 154","Позитивные"
"супер комбинезон","Радость"
"хороший костюм легкий теплый","Позитивные"
"пижамка классная брала два разных размера материал хлопок без утепления так что пижама тонкая из минусов  широкая резинка на штанах пришлось подшивать самостоятельно чтобы не сваливались дети не худые обычная комплекция","Позитивные"
"классная  сын очень хотел ее  но отказ нужна более теплая модель  если останется эту закажем к весне","Позитивные"
"хороший мягкий свитер видела в магазине до нг был дороже в 2 раза потом увидела тут и не раздумывая купила дочке понравился","Позитивные"
"комбез хороший  качество на высоте  но узковатый нужно бы производителям обратить на это вниманиеот этого зависят его продажи поэтому отказа так бы с большим удовольствием забрали","Позитивные"
"отличное качество может старые поставки","Позитивные"
"качество супер  куртка до 10","Радость"
"всё отлично ребёнок в восторге","Радость,Позитивные"
"классная куртка очень тёплая и всё закрыто","Позитивные"
"симпатичное платьепрошито хорошоно внутренние швы обработанныне правильноочень колютсядочь и минуты не смогла продержатьсяа брала для спектакляговорит не смогувозврат","Позитивные"
"качество замечательное но не зимняя для сибири","Радость,Позитивные"
"куртка ооочень теплая выбирали между несколькими но эта топ мех сняла мне он не понравился без него лучше на следующую зиму еще останется","Позитивные,Негативные,Нейтральные"
"джемпер классный пришёл вовремя упаковка отличная приобрела как подарок на новый год внуку","Позитивные"
"взяла для ребёнка 9 лет плотного телосложения рост 151 хорошая куртка нам подошла и надеюсь не на один сезон свободная можно и толстый свитер поддеть на крупных детей если ребёнок высокий но худой думаю может смотреться мешком","Позитивные"
"отличный тёплый костюм на рост 120 5 5 лет взяли р128 чтобы точно хватило на 2 сезона а может и 3 можно было бы и р 122 взять но менять не стали штаны длинные явно на рослых деток но есть удобная шлевка с липой для закрепления подворота штанины куртка только немного запаса утяжки на поясе у куртки нет только по низу куртки капюшон внутри с флисом и утяжкой по краю мех действительно куцый но он и легко отстегивается у штанов внутри флиса нет в общем с хорошей скидкой брать явно стоит советую не брать с большим запасом размера и так учтено 6см к ростовке размера те на рост 120 берите р122 я и так хватит на 2 сезона штанов точно","Радость"
"села отлично хороший оверсайз","Позитивные"
"очень качественный костюм для нашей зимы то что надо очень довольны покупкой по размеру подошел","Позитивные"
"качество оставляет желать лучшего не рискнула забрать из пвз нитки везде торчат липучки пришиты так что уже отрываются ткань на штанинах экстратонкая боязно что порвётся при носке не стоит своих денег не отвечает ожиданиям предъявляемым к бренду","Разочарование"
"качество отличное но прислали не тот размер заказывала 164  пришёл 170 сильно велик","Позитивные"
"свитер отличный мягкий и теплый но как так можно упаковывать товары третий раз приобретаю онлайн вещи вашего бренда сейчас через вайлдбериз до этого через другие магазины и каждый раз вещи приходят грязные неужели нельзя в более плотные пакеты упаковывать пакеты все драные приходят вещи из них просто вываливаются и пачкаются пока пятно на спине свитера отстирать не удалось","Радость"
"хорошая кофточка понравилась рост ребёнка 96 но нам оказалась очень большая рукава заворачивать придётся намного пришлось отказаться качество хорошее хотим перезаказать","Позитивные"
"костюм хороший нам нравиться эта фирма брали первый комбез всё нравиться теперь мальчик подрос купили костюм фирма отличная нам нравиться спасибо вам огромное костюм идёт 6 имейте виду","Радость,Позитивные"
"ребёнок носит не снимая классная вещь рекомендую идёт в размер","Радость,Позитивные"
"плащ хороший но качество ткани у верхнего плаща смущает до этого брали другой расцветки  ткань гладкая с пропиткойфото серый с розовым а у этого шершавая но вроде тоже воду отталкивает не понятно взяли ребёнку очень понравился","Позитивные"
"модель осенняя набита плотно выглядит достойно но выбрали другую потеплее","Позитивные"
"пальто понравилось но на худого ребёнка широкое качество и фурнитура отличные","Позитивные"
"отличное качество интересная модель возврат на обмен меньшего размера","Позитивные"
"пишу отзыв со временем носки изделия мы в восторге тепло комфортно если холодно существуют шнурочки упетлились и пошли дальше рекомендую внутри флисовая подкладка по спине и груди","Радость"
"костюм очень понравилсяно курточка кажется слегка тонковатой посмотрим как будет вести себя в носке","Позитивные"
"всё хорошо сын носит с удовольствием хотя он очень выдрепистый в одежде по погоде примерно до первого основательного снега до 5 наверное","Позитивные"
"отличная курточка спасибо","Радость,Позитивные"
"классная куртка как на фото на рост 110 взяла размер 116 получилось с запасом","Позитивные"
"отличная куртка тёплая цвет насыщенный","Позитивные"
"классный комбинезон спасибо","Радость"
"хорошо сидит  сзади удлиненная","Позитивные"
"все отлично дочери понравилось прошито качественно теплое","Позитивные"
"замечательное пальто для девочки на рост 105 взяли с запасом размер 110116 качество хорошее немного молния заедает нужно помогать застегивать цвет чуть темнее чем на фото серосиний красивый немного смущал капюшон казался громоздким на самом деле он просто с загибом хорошо застегивается и смотрится аккуратно покупкой довольны рекомендуем","Радость,Позитивные"
"классная куртка очень понравилась","Позитивные"
"очень внешне понравилось пальто размер отлично подошёл но как в предыдущих отзывах писали узкий рукав особенно в районе манжет также куртка пришла с браком очень много торчащих ниток соответсвенно отказ и взяли другую","Позитивные,Негативные"
"не первый раз беру эту модель для школы просто супер особенно у кого крупная попа закажу на вырост пока цена хорошая спасибо","Радость,Позитивные"
"отличный костюм  да ещё за такую сумму 25 т  костюм большемерит  ребенок ростом 149 см  взяли костюм на 146 и ещё есть запас  штаны подвернули хотя дочь у меня не худая и всегда берём на размер больше  но тут мерили 152 и утонули уже испробовали  ребенок ходил в нем до 7 градусов  далее перешли в зимнее  в слякоть самое то  не промокает","Радость"
"качество хорошее немного большемерет","Позитивные"
"взяла дочке на рост 152 рукава нормально сзади пришита резинка и смотрится мешком спереди куртка прямая качество для такой цены оставляет желать лучшего разочаровалась","Разочарование,Нейтральные"
"качественная куртка хорошая","Позитивные"
"пижама отличная доче понравилась","Позитивные"
"очень классная курткатеплая качественно сшита на морозы самое тоно к сожалению дочке понравилась другаяна рост 155 брали 158 немного большевата и на деток поплотнее наша слишком худая для нее хоть и затягивается в талииа так в целом куртка очень хорошая за такие деньги","Позитивные"
"отличный костюм как всегда на высоте","Радость"
"качество хорошее  плотная","Позитивные"
"куртка очень качественная теплая реально на 30 подходит но большевата чуток на рост 140 взяли 146 широкая прям но оставим на сл год нормально спасибо российскому производителю за качественную красивую вещь по минимальной цене рекомендую","Радость,Нейтральные"
"куртка очень классная пришло все аккуратно","Позитивные"
"нам понравилась качество отличное","Позитивные"
"качество хорошее резинка тоже заказа два размера 23 года и 34 одинаковые по длине и ширине на девочку 2 5 года хорошо мела не жмет длина по колено","Позитивные"
"размеру не соответствует размер 8 на ребёнка ростом 123 см нормального телосложения мал короткие штанины и рукава","Разочарование,Нейтральные"
"пижама отличная ребенку очень понравилась","Позитивные"
"сын в восторге куртка супер","Радость"
"размер не соответствует вообще очень сильно большемерит","Разочарование"
"отличные джинсы на рост 135 взяла 140с небольшим запасом","Позитивные"
"спинки нет не понимаю как можно продавать товар который не соответствует фотографиям и описанию тем более ждали очень долго не самый дешевый и фирма известная достаточно при том у нас это 3й комбез всегда все было нормально","Разочарование,Нейтральные"
"комбензон понравился  можно было и побольше размер заказать  выкупила 104 спасибо","Радость,Позитивные"
"классная куртка подошло все в размер","Позитивные"
"куртка понравилась всё соответствует описанию заказывала рост 152дочка ростом 140сидит хорошо не много на вырост думаю нужно брать на размер побольше","Позитивные"
"пижамка классная нам очень понравилась","Позитивные"
"очень хорошая куртка все понравилось единственное что резинка внизу  немного мешает подьему по лестнице приходится чуть растёгивать низ но это не очень критично куртка шикарная всё продумано","Позитивные"
"курточку на самса довольствие качество хорошее при 30 ребёнку тепло","Позитивные"
"комбез просто нам очень понравился взяли на след год с запасом однозначно рекомендую","Радость,Позитивные"
"дочь в восторге маломерит на рост 154 взяли 48размер думали что будет большой он оказался как раз","Радость"
