"text","labels"
"пижама класс очень приятная ткань подарила детям на новый год одели и не снимают","Отзывы"
"за такую цену очень хороший к мелким нехочется не придераюсь немного криво нашита мордочка","Ревью"
"классный яркий костюм на рост 104 взяла 98 имеется хороший запас при стирке не линяет цвет не теряет отличная цена для зимнего комплекта спасибо","Ревью, Вопросы, Отзывы"
"куртка супер  очень красивая и качественная","Ревью, Отзывы"
"очень качественный комбинезончик мягкий теплый покупала в подарок","Ревью, Отзывы"
"куртка подошла по всем параметрам мы пухленькие  за исключением брака шнур который стягивает куртку позади вылетел из шва и чтоб его поправить нужно отшивать подкладку куртуку перезаказала прошу не снимать сумму за возврат товара","Жалобы, Вопросы, Отзывы"
"очень понравился комбинезон лёгкий тёплый плюшевый подклад просто шикарный особенно порадовало как производитель оформил зону шеи  можно теперь не одевать манишку или шарф который ну очень не любит ребёнок однозначно рекомендую","Ревью, Вопросы, Отзывы"
"комбез качества хорошего но мне пришел с браком перекручена лямка и затяжка спереди размер 98","Жалобы, Отзывы"
"джинсы в размер качество на первый взгляд  хорошее очень не понравилось отвратительная упаковка товара конкретно  смятые джинсы просто взяли смяли и упаковали прекрасно понимая что в таком виде получит клиент товар","Ревью, Отзывы"
"очень жаль что такое случается заказывала 128 р очень ждали с сыном а пришла 104 размер фирмы next явно ношенная с пятнами и в кармашке лежал носовой платочек и какието две игрушки попробую перерезакать надеюсь всётаки придет курточку","Вопросы"
"куртка отличная заказывали два размера опираясь на отзывы оказалось она в размер даже есть запас  минус только в одномбелый подклад низ можно сделать темным а так рекомендую к покупке","Ревью, Отзывы"
"комбез хорошой не такой уж и тяжелыйглавное теплый одеваем на форму для самбо и идет на тренировкуцена хорошая","Отзывы"
"очень хорошее пальтишко","Отзывы"
"качественная рубашка дочери понравилась","Отзывы"
"полностью соответствует фото очень красивый цвет в реале единственное кнопки на капюшоне туго застегиваются маломерит на размер","Жалобы"
"брала на 12 лет  на рост 153 см пальто на осень сейчас носим при 5 в нем очень очень холодно брала для зимы но поняла что замерзнем а так все нравится особенно молния которую можно снизу расстегнуть удобно садится","Вопросы, Отзывы"
"куртка хорошая как и все вещи производителя не знаю кому там большемерит но вещь в размер дочь 135 вес 35  по длине и по ширине только на термобелье свитер и тёплые штаны уже не одеть","Вопросы, Отзывы"
"не понравилось вообще  качество так себе  все линяет","Ревью, Отзывы"
"отличное стильное пальто смотрится интереснее чем на фото","Отзывы"
"комплект супер беру уже 4 год только разные цвета единственное в этот раз как будто бы кофточка маломерит а штаны норм","Ревью, Жалобы, Вопросы, Отзывы"
"не соответствует размеру на этикетке написан размер 164 а по факту они примерно на 11 5 годовалого ребенка","Жалобы"
"пришел вот так запакован  было очень мятое  даже не стали мерить  по качеству платье хорошое","Отзывы"
"джинцы классные дочь пищала от восторга теперь модная примерила дома и не хотела снимать ткань приятная плотная но лёгкая одновременно хорошо что в поясе вставлена утяжкарезинка с петлями регулируется застегиваясь на пуговицы как раз худышкам можно утянуть отличные","Ревью, Вопросы, Отзывы"
"внук не вылазит с него и в пир и в мир по 56 часов на улице при  25 и не мёрзнет рост и размер все по таблице 140 рост у ребенка под низ одеваем только хб футболку с длинным рукавом и трико лёгкое рекомендую","Ревью, Отзывы"
"теплая курточка понравилась дочери удобно на рост 113 взяли 122128 с запасом рукава подвернули и плучилось пальто","Вопросы, Отзывы"
"штаны тёплые свободные на завязках","Отзывы"
"заказывала 110 размер а пришёл 116 очень большой поэтому отказ","Жалобы"
"куртка хорошо подошласвободная не сковывает движения","Отзывы"
"отличная куртка единственное меняла размер думала на вырост взять но слишком большая оказалась","Ревью, Отзывы"
"очень понравился комбинезон тёплый в минус 50 внуча в нем не замёрзла изготовлен аккуратно все детали продуманы красивый цвет по размеру сел очень хорошо на 5летнего ребёнка рукавички конечно как муляж сэкономили на них очень тоненькие на морозы не подойдут покупкой довольна рекомендую всем спасибо","Ревью, Вопросы, Отзывы"
"комбез пришёл быстро но нет этикетки нет ничего абсолютно о составе запасных пуговок тоже нет нет резинок на штанах ощущение что его уже ктото мерил не один раз отвратительное отношение у вас к покупателям","Отзывы"
"дочке не понравилась а так юбка норм","Жалобы"
"куртка очень качественная стильная удобная  отказ по причине того что не попали с размером","Жалобы, Отзывы"
"хороший полувер","Ревью"
"прекрасное  качественное и стильное платье на мою крупную пухляшку ростом 134  чудесно село платье 152 с запасом в плечах  платье очень удачно скрывает недочёты в фигуре  советую","Ревью, Отзывы"
"красивое очень платьемодные рукава","Отзывы"
"очень простая не блузка а футболка не соответствует цене","Жалобы"
"рубашка пришла с пятнами на воротнике","Отзывы"
"очень теплый качественный комплект ребенок носит с удовольствием спасибо","Ревью, Отзывы"
"комбез классный сел идеально качество хорошее размер соответствует","Ревью, Отзывы"
"отличный комбинезон размер совпадает остановились на нем т к с запасом на рост 136см","Ревью, Вопросы, Отзывы"
"спасибо прекрасный свитерок","Ревью, Отзывы"
"купили на следующий год 104 размер в этом нам уже становится мал демисезонный комбез этой фирмы размера 98 относили хорошо только ткань тонковата осенью упал на неровный асфальт и дырка получилась керри явно прочнее  но и цена в несколько раз выше по соотношению цена  качество эта фирма сейчас мой фаворит но с учетом скидок конечно","Вопросы, Отзывы"
"хорошее пальто очень аккуратно сшит подклад но отказ мы не прошли в плечах","Жалобы, Отзывы"
"хорошая курткасшито очень качественновзяли на вырост рост ребёнка 154 см куртка 13158 рекомендую","Ревью, Отзывы"
"воротник целиком из синтетики это плохое решение мне не понравилось в целом блузка хорошая","Ревью, Жалобы, Отзывы"
"брюки понравились на рост 148 взяли 152 нужно будет немного укоротить а так соответствуют размеру спасибо","Вопросы, Отзывы"
"с размером не прогадала заказала на размер больше на рост 134","Вопросы"
"заказала бежевую на рост 140за 125 белрубсвою цену по качеству не оправдываетна капешоне пятна как от краски швы под мышками разошлисьзнаю что данные куртки бывают в районе 46 белруб это максимальная цена за которую я бы её купила и то с учётом если она будет без малейшего брака","Жалобы, Вопросы"
"полукомбинезон классный цвет отличается от фото более насыщенный тёмносиний","Ревью, Отзывы"
"отлична парка на два сезона точно хватит по ростуразмеру удачная модель не маркий цвет смотрится модно и стильно","Отзывы"
"дочери очень понравилась куртка оверсайз","Отзывы"
"куртка хорошая но мне показалась тесновата более тёплую кофту под низ и уже будет не удобно а так к качеству претензий нет","Жалобы, Отзывы"
"отличный свитер хорошее качество на рост 127 подошёл отлично","Ревью, Вопросы, Отзывы"
"шикарная блузка просто восторг","Ревью"
"куртка клевая заказали размер меньше","Отзывы"
"куртка отличная мягкая  комфортная сшита аккуратно размер соответствует в рукавах меха нет чтобы руки можно было согнуть  упакована интересно в бумажный пакет  без пластика и на этом сделан акцент производителемвзяли одинаковые на мальчишек 9 месяцев и 13 лет все довольны","Ревью, Отзывы"
"пиджак понравился но нам по росту138140 см очень длинный и рукава тоже отказ","Ревью, Жалобы"
"хорошие качественные на худого ребёнка сели отлично утяжки в талии нет но это не критично было даже доя нас худых","Отзывы"
"отличные джинсы значительно дешевле чем в магазине доставка быстрая спасибо продавцу","Отзывы"
"платье крутоезаказывала на рост 156 размер 158 село идеальнотолько нужно будет погладить а так всё супер","Ревью, Вопросы, Отзывы"
"классная юбка но резинка оказалась туговата до худеньких будет прекрасна перезаказала на 2 размера больше","Вопросы"
"классные брюки качество отличное посмотрим  как будут вести себя в носке дочь в восторге","Ревью, Вопросы, Отзывы"
"пальто огонь в принципе как все у этого продавца но замок это что то с чем то минут пять пыталась застегнуть ребенок сам застегнуть не смог поэтому снижаю одну звезду","Вопросы, Отзывы"
"штаны нормальные ткань тонкая подойдут для дома","Отзывы"
"качественный плотный хорошо сшитый жилет очень понравился сынуцвет не однотонный чёрный  черносерый","Ревью, Отзывы"
"на рост 104 оказался очень великпришлось возвращать и заказывать меньшеребенку очень понравился","Ревью, Вопросы"
"классная куртка сын в восторге","Ревью, Отзывы"
"отличная куртка но для зимы кажется тонковатой скорее на позднюю осень раннею весну сшита качественно цвет красивый дочь довольна","Ревью, Отзывы"
"отличная блузка у нас такая была с длинным рукавом  заказали на вырост отлично","Ревью, Отзывы"
"классная и качество отличное","Отзывы"
"за эту цену прекрасные брюки на рост 150 заказали 38 152 чуть длинноваты но не критично","Вопросы, Отзывы"
"брюки класс трикотаж приятный на ощупь","Отзывы"
"куртка качественно отшита не продувается все как на фотографиишуршит","Вопросы, Отзывы"
"заказали два пуховика  дочка выбрала другой","Отзывы"
"все хорошо  посадка  приталенная единственное что сильно просвечивает","Жалобы, Отзывы"
"качество хорошее берём этой фирмы уже не первый раз ткань хорошая после стирки не появляются катышки","Отзывы"
"качество хорошее брюки на девочек стройных в талии","Отзывы"
"хорошее качество пришло за 2 дня дочке понравилось размер подошёл","Ревью, Отзывы"
"тонковаты для зимы ткань не очень понравилась подозреваю будут быстро зацепки и катышки все к ним липнетиз плюсов ткань мягкая и тянется дочке очень понравился фасон брюкцена считаю завышеназа 800 может и оставила бы","Ревью"
"джемпер хороший качественный рекомендуем","Ревью, Отзывы"
"хороший классный бомпер","Ревью"
"отличные штаны толстые на рост 151 подошел 146","Вопросы, Отзывы"
"диву даюсь как костюм может большемерить мой рост последние 10 лет  стабильно 172 этот костюм на 176 толькотолько при том на корточках не очень удобно и в плечах при снимании  хотелось бы подлиннее страшно что может треснуть на горке при натяжения горловина давит","Вопросы, Пожелания, Отзывы"
"качество низкое от куртки исходит сильный химический запах ткань неприятная на ощупь много где торчат нитки и на рост 135 нормального телосложения размер 140 оказался мал рукава коротки узки в локтях при сгибе есть зимняя парка премонт размер такой же 140  она совсем иного качества очень хорошая из достоинств  только светоотражающий узор на куртке","Вопросы, Отзывы"
"юбка отличная лучшая покупка из школьных вещей","Ревью, Отзывы"
"хорошие брюки по размеру хорошо подошли рост ребенка 160 спасибо","Отзывы"
"отлично все подошлл","Отзывы"
"красивый удобный комбинезон","Ревью, Отзывы"
"хорошая куртка для полненьких детей очень хороший вариант","Ревью, Отзывы"
"курткавообще у фирмы все куртки выбирали из 4 расцветок выбор пал на эту яркая подойдёт ко всему изза того что разноцветная в манжете есть отверстие для большого пальца подойдёт для крепких мальчишек не могу сказать что большемерит тк на рост 160 брали 164170 с запасом на следующий год поэтому нам широковата зато пододеть можно будет на более холодную погоду подкладка флис сверху однозначно рекомендую","Ревью, Вопросы, Отзывы"
"сказать честно полное разочарование не ожидала что в этом бренде может быть такое качество ткани плотное хорошее претензий нет но в остальном полный провал платье и так впереди короткое так и кнопки заканчиваются очень рано как не крутилась дочь ну совсем не зашло цена сильно завышена","Жалобы, Предложения, Вопросы, Отзывы"
"штаны понравились  я бы не сказала что большемерят почти размер в размер  ну есть небольшой запас","Отзывы"
"заказывала комбинезон как не первом фото отличный тоненький лёгкий с флиской будет супер не подошёл размер на плотного мальчика нудно на рр по большей по этому отказ а так классный","Ревью, Жалобы, Вопросы, Отзывы"
"очень теплый костюм на рост 140 размер 10 отлично","Вопросы, Отзывы"
"классные подошли","Ревью"
"очень теплое и красивое зимнее пальто на девочку ростом 135см купила пальто размером 140 большемерит внутри кулиска чтоб было тепло  есть внутренний кармашек капюшон теплый глубокий рукава внутри с манжетами длина пальто на моей дочери чуть ниже колена чего и хотели цвет чернильный с серебрянной голографической вставкой в районе груди она же служит светоотражателем очень эффектно смотрится пальтишко рекомендую","Ревью, Отзывы"
"рубашка супер ткань приятная гладится отлично приобрету еще","Ревью, Отзывы"
"товар понравился","Ревью"
"куртка классная ребёнок доволен сразу одела и пошла хватит на два года точно вроде не выглядет большая и как раз и с запасом спасибо","Ревью, Вопросы, Отзывы"
"куртка понравилась но пришлось вернуть т к оказалась велика заказали меньший размер рост у сына 162 размер 164 сильно велик особенно рукава и в плечах","Отзывы"
"очень хорошая добротная юбкаи соответствует размеру","Отзывы"
"очень тонкий хлопок просвечивает взяли под жилетку и сарафан","Жалобы"
"брюки отличные очень удобные","Ревью, Отзывы"
"на рост 122 взяла 128 с запасом на следующую зиму куртка понравилась добротная стильная думаю очень теплая сыну расцветка понравилась выглядит супер цена конечно не особо приятная но за такое качество мне не жалко","Ревью, Вопросы, Отзывы"
"отличная куртка троечку ну прям не знаю ребёнок доволен нет никаких торчащиз ниток колом не стоит","Ревью, Вопросы, Отзывы"
"классная рубашка приятная ткань на 146 146 идеально сел","Отзывы"
"классные шорты","Ревью"
"отличные джинсы сели идеально","Отзывы"
"куртка отличная ошиблась с размером поэтому отказ","Ревью, Жалобы, Отзывы"
"мне понравилась куртка не тонкая как писали на пухленьких","Жалобы, Вопросы, Отзывы"
"отличное качество куртки все понравилось","Ревью, Отзывы"
"большеват но отказались","Жалобы"
"брюки 48170 подошли на крупную девочку 11 лет рост 160 от 80 см об 92 см","Отзывы"
"цвет более тёмный шорты темносинего цвета оставила так как пояс регулируется шнурком","Вопросы"
"второй сезон носим выглядит отлично до сих пор очень тёплый ни разу ребёнок не замёрз и не промок на шее застегивается только очень туго шарф если внутрь одевать бывает не очень удобно тут скорее снуд подойдёт который поверх одевается но это мелочи комбез очень рекомендую","Ревью, Отзывы"
"курточка понравилась хороша садится отличнл","Отзывы"
"хорошее пальто размер велик взяли другое","Отзывы"
"на лицевой стороне очень много затяжек поэтому возврат по браку а так пальто хорошее","Жалобы, Отзывы"
"как всегда все отлично","Вопросы, Отзывы"
"куртка полностью соответсвует описанию сын доволен","Ревью, Отзывы"
"хороший костюм идёт в размер брюки оказались узковаты отказ","Ревью, Жалобы, Отзывы"
"на первый взгляд куртка понравилась а как будет она будет вести себя в процессе носки время покажет капюшон удачный да материал немного шуршит но не критично","Вопросы, Отзывы"
"пуховик отличный выглядит очень красиво хорошая надёжная молния рукава узковаты правда плотная резинка","Ревью, Отзывы"
"очень классный свитшот на рост 138 брала 134 размерс запасом не впритык зелёный цвет полностью соответствует фотояркий и насыщенный есть небольшой начёс к телу очень приятный","Ревью, Вопросы, Отзывы"
"платье хорошее пышное ну не подошло размер очень жалко","Отзывы"
"отличная куртка как всегда у reima демисезонный вариант 140 грамм ну или еврозима можно назвать можно на 1 сентября надеть если оно будет таким же холодным как в том году 2239 выбор в пользу другой аналогичной модели по характеристикам исключительно из личных предпочтений","Ревью, Вопросы, Отзывы"
"хорошая куртка толстенькая видно тëплая она длинная как пальто ребëнок оценил карманы на моего ребёнка оказалось большевата идëт в размер","Вопросы, Отзывы"
"платье классное лёгкое на лето на рост 152 взяли 152 тютелька в тютельку на 158 не красиво смотрелось жалко небыло 154","Вопросы, Отзывы"
"супер комбинезон","Ревью, Отзывы"
"кардиган красивый но маломерит","Жалобы"
"хороший костюм легкий теплый","Ревью, Отзывы"
"пижамка классная брала два разных размера материал хлопок без утепления так что пижама тонкая из минусов  широкая резинка на штанах пришлось подшивать самостоятельно чтобы не сваливались дети не худые обычная комплекция","Отзывы"
"классная  сын очень хотел ее  но отказ нужна более теплая модель  если останется эту закажем к весне","Жалобы"
"яркий теплый удобный","Ревью"
"после отзывов не хотела брать а в итоге только его и оставила размер 32134 на мальчика 130 ростом оказался чуть чуть великоват что ожидаемо но все пропорционально ткань приятная сшит аккуратно","Ревью, Отзывы"
"хороший мягкий свитер видела в магазине до нг был дороже в 2 раза потом увидела тут и не раздумывая купила дочке понравился","Ревью, Отзывы"
"комбез хороший  качество на высоте  но узковатый нужно бы производителям обратить на это вниманиеот этого зависят его продажи поэтому отказа так бы с большим удовольствием забрали","Ревью, Жалобы, Отзывы"
"крутая куртка  как раз для ранней весны","Вопросы, Отзывы"
"куртка превосходная дочь очень довольна лёгкая и тëплая","Отзывы"
"отличное качество может старые поставки","Отзывы"
"качество супер  куртка до 10","Ревью, Отзывы"
"всё отлично ребёнок в восторге","Ревью, Отзывы"
"классная куртка очень тёплая и всё закрыто","Отзывы"
"комбинезон бомба  смотрится стильно и дороже своих денег  купила за 4500  ждём похолодания  испытать","Отзывы"
"симпатичное платьепрошито хорошоно внутренние швы обработанныне правильноочень колютсядочь и минуты не смогла продержатьсяа брала для спектакляговорит не смогувозврат","Жалобы, Отзывы"
"качество замечательное но не зимняя для сибири","Ревью, Отзывы"
"куртка ооочень теплая выбирали между несколькими но эта топ мех сняла мне он не понравился без него лучше на следующую зиму еще останется","Ревью, Отзывы"
"джемпер классный пришёл вовремя упаковка отличная приобрела как подарок на новый год внуку","Ревью, Вопросы, Отзывы"
"взяла для ребёнка 9 лет плотного телосложения рост 151 хорошая куртка нам подошла и надеюсь не на один сезон свободная можно и толстый свитер поддеть на крупных детей если ребёнок высокий но худой думаю может смотреться мешком","Отзывы"
"на ребёнка 146 см худощавого телосложения подошёл размер 33 слегка просвечивает под жилет пиджак взяли бы но нужна была именно плотная концертная рубашка которую носить нужно без всякого верхнего слоя отказ","Жалобы, Отзывы"
"отличный тёплый костюм на рост 120 5 5 лет взяли р128 чтобы точно хватило на 2 сезона а может и 3 можно было бы и р 122 взять но менять не стали штаны длинные явно на рослых деток но есть удобная шлевка с липой для закрепления подворота штанины куртка только немного запаса утяжки на поясе у куртки нет только по низу куртки капюшон внутри с флисом и утяжкой по краю мех действительно куцый но он и легко отстегивается у штанов внутри флиса нет в общем с хорошей скидкой брать явно стоит советую не брать с большим запасом размера и так учтено 6см к ростовке размера те на рост 120 берите р122 я и так хватит на 2 сезона штанов точно","Ревью, Вопросы, Отзывы"
"села отлично хороший оверсайз","Ревью, Отзывы"
"очень качественный костюм для нашей зимы то что надо очень довольны покупкой по размеру подошел","Ревью, Отзывы"
"качество отличное но прислали не тот размер заказывала 164  пришёл 170 сильно велик","Отзывы"
"свитер отличный мягкий и теплый но как так можно упаковывать товары третий раз приобретаю онлайн вещи вашего бренда сейчас через вайлдбериз до этого через другие магазины и каждый раз вещи приходят грязные неужели нельзя в более плотные пакеты упаковывать пакеты все драные приходят вещи из них просто вываливаются и пачкаются пока пятно на спине свитера отстирать не удалось","Ревью, Вопросы, Отзывы"
"хорошая кофточка понравилась рост ребёнка 96 но нам оказалась очень большая рукава заворачивать придётся намного пришлось отказаться качество хорошее хотим перезаказать","Жалобы, Отзывы"
"костюм хороший нам нравиться эта фирма брали первый комбез всё нравиться теперь мальчик подрос купили костюм фирма отличная нам нравиться спасибо вам огромное костюм идёт 6 имейте виду","Ревью, Отзывы"
"ребёнок носит не снимая классная вещь рекомендую идёт в размер","Ревью, Отзывы"
"джинсы хорошего качества но большемерят","Отзывы"
"очень удобный не продувается","Ревью"
"плащ хороший но качество ткани у верхнего плаща смущает до этого брали другой расцветки  ткань гладкая с пропиткойфото серый с розовым а у этого шершавая но вроде тоже воду отталкивает не понятно взяли ребёнку очень понравился","Ревью"
"модель осенняя набита плотно выглядит достойно но выбрали другую потеплее","Отзывы"
"пальто понравилось но на худого ребёнка широкое качество и фурнитура отличные","Ревью, Отзывы"
"отличное качество интересная модель возврат на обмен меньшего размера","Жалобы, Отзывы"
"пишу отзыв со временем носки изделия мы в восторге тепло комфортно если холодно существуют шнурочки упетлились и пошли дальше рекомендую внутри флисовая подкладка по спине и груди","Ревью, Отзывы"
"костюм очень понравилсяно курточка кажется слегка тонковатой посмотрим как будет вести себя в носке","Ревью, Вопросы, Отзывы"
"указано что пуховик что зимний а в итоге это скорее демисезонная куртка осень и весна прохладные  да без сомнений но вот зима  нет и плюс ткань внешняя примерно такая была у меня и все капельки оставляли следы при высыхании поэтому отказ в пользу другой модели тк нужен именно теплый пуховик","Жалобы, Отзывы"
"всё хорошо сын носит с удовольствием хотя он очень выдрепистый в одежде по погоде примерно до первого основательного снега до 5 наверное","Отзывы"
"хорошие джинсы большемерят на рост 134 см взяли размер 78 лет и ещё запас остался по длине достаточно широкие","Вопросы, Отзывы"
"отличная курточка спасибо","Ревью, Отзывы"
"брюки соответствуют описанию  размер в размер","Отзывы"
"бомбер классный размер соответствует но ожидала ткань плотнее","Ревью, Отзывы"
"классная куртка как на фото на рост 110 взяла размер 116 получилось с запасом","Вопросы, Отзывы"
"отличная куртка тёплая цвет насыщенный","Ревью, Отзывы"
"классный комбинезон спасибо","Ревью, Отзывы"
"качество соответствует не подошла модель на нас  как на палке висит думаю  на плотненьких лучше будет смотреться","Вопросы"
"хорошо сидит  сзади удлиненная","Отзывы"
"все отлично дочери понравилось прошито качественно теплое","Ревью, Отзывы"
"замечательное пальто для девочки на рост 105 взяли с запасом размер 110116 качество хорошее немного молния заедает нужно помогать застегивать цвет чуть темнее чем на фото серосиний красивый немного смущал капюшон казался громоздким на самом деле он просто с загибом хорошо застегивается и смотрится аккуратно покупкой довольны рекомендуем","Ревью, Вопросы, Отзывы"
