"text","labels"
"все отлично беру второй год","Undefined"
"очень хорошая качественная куртка дочь и я в восторге в наши по ощущениям 40 и сильному ветра ребенок вообще не мерзнет под низ одеваем футболку и кофту на флисе либо обычную водолазку ветер не продувает внутри очень мягкая флюсовать подкладка берите не пожалеете","Undefined"
"отличные джинсы ткань хорошая","Undefined"
"надеялась что будет хлопок  штаны очень большие и широкие оставили все равно вставили резинку  ребенок сказала что пижама должна быть свободной","Undefined"
"я в шоке пришли вообще не те джинсы и даже не того размера как можно так ошибиться ребенок расстроился очень их ждал","Undefined"
"хорошие лёгкие для школы отлично","Undefined"
"футболка полностью совпадает с описанием  цвет яркий  принт качественный  после стирки не отпадет","Undefined"
"30с будет холодно скорее всего еврозима для нашего урала не подходит","Undefined"
"прекрасное платье  для школы  идеальный вариант  дочь в этом платье сразу такая серьёзная  презентабельная  даже карманы есть  которые ребёнок так любит","Undefined"
"хорошая плотная ткань не тонкая прямо как надо держит форму не растягивается обожаю платья sela только их беру","Undefined"
"хорошая куртка на весну идёт в размер на рост 141 взяли размер 146","Undefined"
"моей лапуси куртка понравилась","Undefined"
"очень лезет флис","Undefined"
"дочь проходила в этой модели весь прошедший год  идеальная посадка на детей среднего телосложения и на полненьких детей сидеть на уроке очень удобно  пояс не врезается","Undefined"
"в размер ребёнок носит тёплые","Undefined"
"одна штанина шире другой см на 1 5 неприятно но не критично после стирки на 30 градусах пижама села сантиметров на 5 при не длительной носке сильно оттягиваются колени и локти цвет не потеряла заказывали 5 одинаковых разного размера на некоторых рисунок пошел трещинками ткань приятная спать удобно надеялась что вещь будет более качественная","Undefined"
"вместо черных прислали синие","Undefined"
"брюки хорошие не тонкие плотные хб в поясе не много тянутся для полненького мальчика  отлично у нас рост 140 взяли 146 изза животике а по длине нужно подшивка","Undefined"
"супер  качественная","Undefined"
"куртка всем хороша лёгкая тёплая удобная но на морозе шуршит как пакет очень неприятно кажется сломается сейчас производители используйте другую ткань верха испортили такую классную куртку","Undefined"
"на рост 131 см впритык ребенок не может поднять руки а так куртка хорошая плотная набивка очень жаль что не подошла","Undefined"
"ткань куртки тонкая промокаемая не соответствует описанию точно не на осень не разделяю восторженные отзывов","Undefined"
"очень хорошая водолазка по размеру прям впритык взяла бы на размер больше если бы знала","Undefined"
"красивое и наш размер но почему оно большое","Undefined"
"это синтетика не прочитала состав позарилась на хорошие отзывы в целом симпатичная если не смущает состав","Undefined"
"очень крутой костюм взяла дочери","Undefined"
"цвет в жизни совершенно другой намного темнееи сами штаны не такие эффектные как на картинкеразмер сильно большемелит мы взяли на размер больше и штаны огромные вывод  берите свой размер","Undefined"
"симпатичная удобная по размеру","Undefined"
"брюки шикарные на худенькую девочку сели идеально но очень длинные оказались надо будет подшить","Undefined"
"хорошая рубашка ткань тонкая но под школьную жилетку отлично","Undefined"
"хорошая пижама но принт медведьнаклейка для пижамы грубовато","Undefined"
"просто класс","Undefined"
"всё отлично по размеру подошла","Undefined"
"оказались малы перезаказала очень понравились","Undefined"
"размер соответствует  дочке понравились","Undefined"
"хотели вельветовые брюки в крупный рубчик но это не они это такие треники широкие не выкупили","Undefined"
"отличные брючки идут в размер","Undefined"
"на рост 106 взяли размер 116 совсем небольшой запас на один сезон комплект теплый мех не отстегивается карманы без застежек","Undefined"
"рубашка понравилась но кружево отличается от фото сразу заказали на размер больше так как брали эту фирму но другую модель","Undefined"
"долго выбирала между этой курткой и чёрной обе хорошие но мне хотелось немного вниз поправить поясок видимо верхняя часть была мне немного маловата","Undefined"
"брюки теплые но к ним все очень липнет","Undefined"
"прекрасная кофта","Undefined"
"супер джинсы покупатели пишут что широкие но это же модель такая дочь в восторге из нескольких моделей выкупили эту","Undefined"
"футболка огонь брала себе ношу 4446 можно было и поменьше взять","Undefined"
"костюм просто супер очень тёплый продуман до мелочей горловина вовсе не узкая видимо производитель исправил эту проблему","Undefined"
"мне куртки очень нравятся взяла 2 на 6леток сейчас сидят как плащи но выглядят отлично рассчитываю на них и в следующем году","Undefined"
"суперская куртка не толстая но тёплая очень кстати флис в верхних кармашках крутой капюшон села идеально в размер но действительно на с тройного парня наш рост 170курточка впритык","Undefined"
"платье очень красиво смотрится но маломерит купили 92 думали будет на лето а оно только толькобудем брать на размер больше а так прям","Undefined"
"маломерка взяли на свой 128 134 размер","Undefined"
"всё отлично в размер но не на худеньких","Undefined"
"очень узкая  не удобно ребёнку присесть в ней","Undefined"
"к сожалению большая заказали на размер меньше другой модели выбирали между двух","Undefined"
"худи тоже супер пере заказала размер меньше","Undefined"
"пришла только куртка мне кажется все таки костюм для осени","Undefined"
"вроде прикольное","Undefined"
"на удивление неплохие брюки классно сделаны стрелки не дадут коленям вытянуться еще до попадания в класс  есть регулировка резинки на поясе так что подойдут худеньким можно брать с небольшим запасом при росте 145 размер 152 сел неплохо","Undefined"
"тонкие штаны","Undefined"
"качественная но не угадали с размером","Undefined"
"большемерит на зуденькую не подходит","Undefined"
"отличные брючки брали на сменку в школу не мнутся шнурок завязывать проблема","Undefined"
"туаеь совершенно непрактичная мягкая как бархатная в этой куртке только в машине ездить","Undefined"
"отлично подошла немного на вырост","Undefined"
"я конечно все понимаю но мне казалось что у шорт за такую цену не должны стараться надписи за две носки ещё даже до стирки","Undefined"
"брала две розовую и с авокадом дочка восторге пижамки качественные ткань приятная","Undefined"
"платье пришло в разорванном пакете завязанный на бантикочень мятое  но это пол беды можно погладитьсостояние ношеное  грязные завязки попробую перезаказать","Undefined"
"супер 5 звёзд","Undefined"
"пиджак выглядит не плохо ткань на мой взгляд тонковата и будет капризна в уходе могу ошибаться выбор пал на другую модель этой же фирмы","Undefined"
"они просто огонь удобные качественные отличные штаны на рост 104 получились с подворотом но эту модель это совсем не портит 10 из 10","Undefined"
"платье очень красивое идёт размер в размер","Undefined"
"отличные штаны берем 2ой год подрядна плотного телосложения ребенка на размер больше лучше брать","Undefined"
"это не хлопок категорически катышки через 1 час носки между ног да мягкая да приятная красивая 3 звезды за враньё","Undefined"
"куртка  тёплая","Undefined"
"куртка супер за такую цену вообще  взяли 122 не много на вырост на холодную осень  весну","Undefined"
"качественный теплый шикарный одним словом","Undefined"
"куртка на мороз не подойдет синтепон уложен неравномерно","Undefined"
"хорошие штанишки как раз для полненьким ничего не мешает и нигде не давит","Undefined"
"цвет не чёрный серый","Undefined"
"размер не подошёл","Undefined"
"размер 134 купила для дома шорты на худенького мальчика ростом 128большие на вырост хорошо что есть завязки можно фиксировать костюм сыну очень нравится","Undefined"
"джинсы  огонь","Undefined"
"крутая","Undefined"
"пришли целые  хорошо упакованные только немного помятые ну в целом неплохие только по швам на некоторых торчали нитки","Undefined"
"костюм супер проверено морозом 30","Undefined"
"кардиган шикарный  я бы и себе такой взяла  дочь не снимает","Undefined"
"не соответствует заявленному размеру маломерит","Undefined"
"супер брюки теплые широкие можно поддеть кальслны","Undefined"
"покупали 5 лет назад reima была с подстежкой сейчас подстёжки не оказалось то есть куртка демисезонная очень жаль где теперь купить подстёжку кнопки для неё предусмотрены но подстёжки нет","Undefined"
"очень понравилась пижама мягкая ткань швы аккуратные","Undefined"
"курточка симпатичная но сын выбрал другую расцветку","Undefined"
"все очень хорошо хочу такие же на 170 себе","Undefined"
"это что такое ужасно как можно такое отправлять вы тратите время покупателей","Undefined"
"куртка бомбическая теплая","Undefined"
"увы мой комментарий не принимают","Undefined"
"полностью довольна","Undefined"
"очень крутой качественный комбез","Undefined"
"хорошая куртка но маломерит","Undefined"
"брюки супер 2 года назад брали уже такие  вместе с желетом смотрится очень круто в этом году не угадали с размером","Undefined"
"прислали другой размер","Undefined"
"очень хорошее платье оправдало мои ожидания на рост 120 взяла 12264 село хорошо свободненько длинна по колено брала для сравнения 128 ниже колена нам 7 см не понравилась такая длинна ткань очень понравилась чувствуется хлопок что материал дышит такое как я и хотела","Undefined"
"куртка супер рейма в своем идеальном исполнении мех очень густой","Undefined"
"классное приобрели весь комплект  футболка штаны худи","Undefined"
"платье ооочень большое и широкое ткань на ощупь как синтетика ну а так вроде бы ничего","Undefined"
"комбинезон супер очень довольна покупкойна рост 110 взяли 104110 есть запас ещё на следующий год","Undefined"
"отличные брюки тёплые удобные красивые","Undefined"
"модная дочери нравится но сзади очень неприятно колется место выреза и ничего не сделать клеим пластырь в этом месте на кожу","Undefined"
"выглядит лучше чем на фото плотность хорошая посмотрим как в носке будет но выбор даже среди более дорогих выпал на это пальто думаю до минус 20 точно будет комыортно","Undefined"
"юбочка супер в размер ткань плотная дочь в восторге","Undefined"
"не первый раз беру вещи этой фирмы прикольная куртка дочке понравилась","Undefined"
"хорошенькая рубашка будет отлично смотреться на девочке с небольшой грудью","Undefined"
"решила написать комментарий через два месяца носки это лучшая куртка которую я покупала лучше финских которые дети носили более 7 лет качественная тёплая красивого горчичного цвета насмотреться не могу на своего ребёнка в ней спасибо производителю","Undefined"
"мне куртка понравилась ткань довольна плотная не мембрана но и не болонь в размер небольшой оверсайз на мой взгляд это не морозная уральская зима больше еврозима на урале поздняя осень","Undefined"
"в комлекте не оказалось брюк","Undefined"
"куртка в плечах большевата а так понравилась","Undefined"
"очень клевый но большемер похоже перезаказ","Undefined"
"куртка смотрится хорошо но материал промокает и порвалась ткань на молнии постоянно собачка застревает и ребенок стоит в школе и не может расстегнуть или застегнуть носим месяц молния сразу начала застревать","Undefined"
"куртка качественная  материал  пошив","Undefined"
"нам на рост 120 размер 122 сел отлично с небольшим запасом много отзывов о том что узкие мне так не показалось","Undefined"
"волшебное платье нежное лёгкое красивое воздушное без излишеств жалко что с размером не угадала будем заказывать снова","Undefined"
"есть курточки весенние этой же фирмы сейчас зиму взяли плотное хорошее","Undefined"
"пальто классноебрали 2 цвета на выборсинее и красноев итоге ребёнок выбрал синееоно яркое тёплое удобное","Undefined"
"отличные джинсы качественная джинса мягкая по длине 14 великоваты на рост 160 длинные сантиметров на 10 в остальном дочка очень довольна","Undefined"
"куртка тёплая хорошая но сын выбрал другую эта немного впритык а он любит посвободней","Undefined"
"брючки отличные остались довольны","Undefined"
"костюм супер берите не пожалеете","Undefined"
"пришла вся в зацепках оставили тк дочке понравилась","Undefined"
"блузка очень хорошая нам понравилась но даже на мою худышку оказалась как топик в такой в школу нельзя большого размера нет а так заказали бы","Undefined"
"модные ткань плотная эластичная размеру соответствуют взяли в качестве школьных брюк у нас в школе требования не очень строгие","Undefined"
"классное болеро мягкое нежное белоснежный цвет хб подклад застегивается на кнопку нравится что есть воротничокстойка брали для дополнения костюма козленка в садик а потом будем носить с платьями на фото дочка рост 112см вес 19 кг а болеро 122 размер есть приличный запас считаю что идет в размер если ребенок нормального телосложения","Undefined"
"все супер шапка в подарок шла лежала в кармане","Undefined"
"чудесная куртка","Undefined"
"на стройных","Undefined"
"джинсы красивые но размер большеватвернула и заказала на размер меньше","Undefined"
"очень красивое и мягкое болеро  размер 110116 с запасом на 104 но выглядит отлично не большим  дочке очень понравилась спасибо","Undefined"
"очень высокая посадка смотрятся плохо сверху пуговица далеко расположена изза чего в талии совсем не сошлись","Undefined"
"отличные джинсы худенькому мальчику идиально подошли","Undefined"
"оказался мал я тоже не виновата то что мал зачем списывать средства","Undefined"
"на 8 лет оказался маленьким","Undefined"
"супер куртка теплая в размер","Undefined"
"да джинсы класс брала себе взрослая но влазию в детские","Undefined"
"делала заказ комбинезон а на рост 128пришёл с биркой 128 но по факту он на ребёнка 34 года пакет был вскрыт очень разочарована","Undefined"
"отличные штаны очень нравятся","Undefined"
"блузка вроде хорошая но пришла грязная и в катушках как будто ее уже носили","Undefined"
"ну очень тонкая ткань на худенькую девочку очень широкий в пройме","Undefined"
"классно смотрится на крупного мальчика размер брать больше","Undefined"
"супер брюки подошли на рост 158 см запас у нас не получился но и брюки не в облипку на крупного телосложения на худого будут очень широкие","Undefined"
"утонули в ширину а на 140 см коротковаты","Undefined"
"хорошие брюки но на размер точно маломерят","Undefined"
"всё соответствует плотные","Undefined"
"безупречный  в жизни ещё красивее  тёплый","Undefined"
"с удовольствием бы выкупили но нам как всегда малы штаны куртки этой фирмы очень нравятся сшейте штаны для плотных деток","Undefined"
"шикарный комбинезон все продумано до мелочей  на рост 112 взяли 110 не хотела мешок на два года вперед запас есть но не гигантский  довольна  спасибо","Undefined"
"удобная рубашка  ω","Undefined"
"куртка супер классно дочери очень понравилась лёгкая в меру длинная теплая в карманах флис маленько бальшемерит на рост 144 взяли 134140 единственный минус","Undefined"
"ну вопервых пиджак был на размер 12864 явно не от этого костюма вовторых брюки ребят вы там курите чтото сильное как можно утяжку в поясе сделать снаружи брюк конечно она носит чисто номинальный характер на максимальной и всего лишь второй пуговице штаны с худого сына просто сами свалились в чем идея короче одно разочарование","Undefined"
"хорошая куртка нужна была срочно из нескольких заказанных выбор пал на эту","Undefined"
"не первый наш комбинезона reima но в этот раз полное разочарованиенадели несколько раз","Undefined"
"тонкая градусов до 10","Undefined"
"блузка пришла упакованная мокрая вся с пятнами грязи на груди и воротнике","Undefined"
"отличные брюки взяла на стенку в школу","Undefined"
"куртка понравилась но маломерит ребёнку 3 5 рост 105 куртка в самый раз но хотелось с запасом","Undefined"
"на стройняшек супер","Undefined"
"конечно 1700р они не стоятждите скидок лучшесыну очень понравилисьпришлось взять","Undefined"
