"text","labels"
"комбинезоны отличный  качество супер отказ изза размера  взяли на размер больше","Undefined"
"школьный сарафанчик просто чудо крой очень удачный на полненькую девочку сел отлично с начало заказали 152смна девочку ростом 139см оказался великоват перезаказала на 146и прямо в точку спасибо производителю за красивый дизайн и удобство для наших девчонок","Undefined"
"флис добротный  плотный  крой отличный  взяли","Undefined"
"хорошая футболка ткань плотная в размер","Undefined"
"классные но мы очень худые нужен ремень оставилив размер","Undefined"
"крутые джинсы отличная удобная посадка советую","Undefined"
"очень хороший комбинезон качественно сделан все продумано ребёнку тепло и удобно двигаться","Undefined"
"куртка на весну на 8 лет взяла 9 размер как раз не большая не маленькая ребенку понравилась с пвз вышли в ней","Undefined"
"всё подошло в размер","Undefined"
"стильный пиджак на каждый день","Undefined"
"качество соответствует не подошла модель на нас  как на палке висит думаю  на плотненьких лучше будет смотреться","Undefined"
"блузочка супер мягкая приятная к телу дочь довольна","Undefined"
"куртка отличная но имеется запах мне понравилась дочь выбрала другую а так все супер","Undefined"
"отличный бомбер тёплый мягкий на рост 152 сел хорошоребёнок доволен но сильно лезет ворс с изнанкистирала уже 3 раза не помогаетвся рубашка в чёрном ворсеснимаю звезду","Undefined"
"красивая уютная курточка ребенок в восторге снимать не захотела","Undefined"
"красивое пальто но тонкая 30 точно не продержится штанишки тоже нормальные тёплую зиму мех натуральный","Undefined"
"обратите внимание что брюки черные в мелкую полоску","Undefined"
"классная толстовка хорошее качество","Undefined"
"очень классные брюки сидят идеально","Undefined"
"комбинезон очень классныйребенку очень понравился теплый удобный продавца рекамендую","Undefined"
"дочери очень нравится комбинезон носит его чаще остальной школьной формы но после первой стирки сломалась молния перед стиркой молнию застегнула пришлось нести в ателье  больше проблем с застёжкой не было недавно начали отрываться бретели  очень маленький припуск на швы в этом месте даже 5 миллиметров нет край бретели не обработан ткань распускается либо нам не повезло либо нарушена техника производства","Undefined"
"отличные брюки в размер но очень длинные убирать довольно много приходится снизу","Undefined"
"комбез хороший не угадала с размером поэтому отказ сшит хорошо","Undefined"
"куртка очень теплая сшита аккуратно качество на высоте размер соответствует всем советую","Undefined"
"замечательный комбез в размер","Undefined"
"трусы не очень расцветки ужасные как отопревшие не понятно какого размера трусы в упаковке одни больше другие меньше качество пошива отвратительное поэтому отказ","Undefined"
"хорошая качественная куртка дочери оказалась большая заказала меньший размер","Undefined"
"костюм на 4 на вид красивый размер 8 на 128 хорошо сел с запасом в штанах и в рукавах но сзади куртка топорщится оставили но придется ушивать низ куртки в описании написано что куртка до 10 не думаю что даже в 5 в ней будет комфортно ребенку на позднюю осень с флисом под низ только так","Undefined"
"отличная куртка теплая стильная и очень удобная ребенок доволен","Undefined"
"нитки торчат косо сшита да ещё маломерит","Undefined"
"не тот цвет пришёл","Undefined"
"отличная пижама крутая расцветка сын доволен","Undefined"
"рукава красивые сама ткань не очень понравилась самой блузки и на рост 153 очень объёмная дочь в ней утонула","Undefined"
"хорошая куртка очень тёплая ребёнок рост 122см села хорошо очень высокий ворот горло защищает хорошо от ветра","Undefined"
"брюки огонь отлично садятся в меру заужены сзади резинка всё как надо очень понравились на рост 143 см пошёл отлично размер 14636 вот бы жакет под эти брюки найти подходящий","Undefined"
"качество супер платье отличное не подошла длина поэтому возврат","Undefined"
"не тот размер положили","Undefined"
"спасибо большое футболка прекрасная","Undefined"
"хорошие брюки качественная тканьсыну понравились","Undefined"
"платье красивое нам очень понравилось","Undefined"
"классная футболка как и всегда впрочем ребенок доволен","Undefined"
"привезли совсем не те штаны","Undefined"
"костюм очень понравилсятеплый на флисе ребенок в восторгеи качество хорошое","Undefined"
"прекрасное очень качественное платьесидит идеально ребёнку комфортновернула чтобы взять размер побольше на вырост","Undefined"
"приятно удивило качество платья село отлично свободно но не мешком взяли 134 на фактический рост 130 девочка худенькая сделано хорошо блестки пришиты аккуратно бахрома тоже ничего не сыплется смотрится дорого покупкой очень довольны спасибо продавцу","Undefined"
"как приятно когда купила куртку за смешные 600700 р куртка достаточно сильно шуршит гладится отпаривателем хорошо на первый взгляд молния качественная и крепкая но реьенок ещё не носил советую всё же брать еа размер больше изза длины рукавов","Undefined"
"очень классный костюм купили за 4100 размер соответствует качество хорошее куртка удлинённая сзади штаны и рукава подвернули","Undefined"
"отличная приятная на ощупь кофта бусинки на месте","Undefined"
"ну вот и я наконец могу оставить отзыв получила комбинезон у нас рост 108 есть запас на весну надеюсь качество не подведёт внешне понравился","Undefined"
"роскошный пуховик кому то очень повезет нам оказался впритык выбрали модель на размер больше и другого цвета но именно этот меня влюбил в себя  к фурнитуре особая слабость","Undefined"
"брюки понравились вопервых размер подошёл у сына рост 181 талия 85 вовторых ткань хорошая в отличие от другой фирмы ничего не липнет пошив аккуратный по низу брючная лента цвет прислали серый в тонкую полоску полоска почти не заметна да и мне не критично","Undefined"
